assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_percent,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,1997-10-23,3,497,False,True,100,100,9,0.27,174,199798,None,,0,0,-1,1,108.3,293,91,196,5.81,None,,0,2,0.5,0.0,0,0.59,0.02,1.86,0.06,1.27,48.93,1.45,0.04,Ezri,0.5,327,115,44,1.3,0,False,84.0,193,67,38,False,601.4,83,35,,3035,,2025-11-18T09:30:07.536725Z,44,538,106,p199798,0,0,None,0,,199798.jpg,2.9,205,81,0,108,1,241,False,0,0.0,,[],Konsa Ngoyo,7.0,62,19,False,None,34,1.01,a,22,2,7,2019-07-11,124.0,258,68,100,836516,0,2247010,0,0.1,22.7,Konsa,0
1,2002-03-10,1,242,False,True,None,None,2,0.11,85,441302,None,,0,0,-3,3,373.4,105,26,128,7.25,None,,0,2,0.3,1.5,5,2.39,0.14,3.65,0.21,1.26,26.64,1.51,0.07,Ian,2.0,174,55,27,1.53,0,False,94.3,165,55,39,False,336.6,219,89,,1590,,None,42,645,145,p441302,0,0,None,0,,441302.jpg,1.8,377,140,0,82,0,152,False,0,0.0,,[],Maatsen,0.5,262,97,False,None,17,0.96,a,43,2,7,2024-06-28,231.0,155,32,54,89595,0,125987,0,0.5,12.9,Maatsen,2
1,1993-03-13,4,169,False,True,100,100,3,0.2,102,149484,None,,0,0,-2,2,80.5,327,110,107,7.28,None,,1,2,-0.3,0.7,4,0.42,0.03,1.72,0.12,1.30,23.37,1.59,0.09,Tyrone,1.2,243,89,23,1.57,0,False,46.8,319,105,40,False,282.6,258,102,,1322,,2026-04-12T21:30:08.045496Z,43,587,125,p149484,0,0,None,0,,149484.jpg,2.9,204,80,0,47,0,241,False,0,0.0,,[],Mings,0.6,246,92,False,None,15,1.02,a,5,2,7,2019-07-08,105.0,278,80,50,161621,0,216139,0,0.3,11.6,Mings,1
2,1997-01-16,2,280,False,True,100,100,5,0.27,90,244954,None,,0,0,-2,2,47.1,376,135,112,6.03,None,,0,2,0.7,0.7,1,0.39,0.02,1.72,0.09,1.33,22.81,1.23,0.07,Pau,1.2,244,90,19,1.02,0,False,45.1,325,110,41,False,321.8,233,92,,1673,,2025-12-12T00:00:09.857457Z,43,594,130,p244954,1,0,None,0,,244954.jpg,3.0,191,75,0,79,0,200,False,0,0.0,,[],Torres,0.3,327,120,False,None,18,0.97,a,22,2,7,2023-07-12,79.0,311,97,64,75312,0,101789,0,0.3,14.9,Pau,1
0,2003-02-07,0,12,False,True,100,100,0,0.0,5,606798,None,,0,0,-1,1,3.2,470,169,10,10.84,None,,0,2,-0.5,-0.3,1,0.01,0.01,0.01,0.01,0.00,2.74,2.97,0.0,Andrés,0.2,357,126,3,3.25,0,False,2.3,486,173,42,False,17.8,468,170,,83,,2026-01-29T12:00:08.835746Z,39,799,233,p606798,0,0,None,0,,606798.jpg,0.8,529,179,0,4,0,200,False,0,0.0,,[],García,0.2,378,136,False,None,1,1.08,a,5,2,7,2025-01-21,2.0,456,171,5,30457,0,43192,0,0.1,1.3,A.García,0
0,1993-06-08,0,0,False,True,0,0,0,0,0,106468,None,,0,0,0,0,0.0,570,211,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Álex,0.0,466,174,0,0,0,False,0.0,585,212,43,False,0.0,582,212,,0,Has joined Girona permanently.,2025-08-26T13:45:03.013808Z,40,676,161,p106468,0,0,None,0,,106468.jpg,0.0,593,212,0,0,0,200,False,0,0,,[],Moreno Lopera,1.5,164,64,False,None,0,0,u,0,2,7,2023-01-11,0.0,539,207,0,44476,0,893174,0,0.0,0.0,Alex Moreno,0
0,2004-01-05,4,121,False,True,100,100,2,0.17,34,515597,None,,0,0,0,0,59.4,356,124,60,5.18,None,,0,2,0.5,0.5,2,0.20,0.02,0.20,0.02,0.00,15.38,1.33,0.0,Lamare,1.0,273,96,17,1.47,0,False,20.6,393,138,44,False,133.0,365,135,,1042,,2025-11-20T10:30:09.224047Z,40,720,184,p515597,0,0,None,0,,515597.jpg,1.4,430,155,0,43,0,152,False,0,0.0,,[],Bogarde,0.5,263,98,False,None,11,0.95,a,26,2,7,2021-01-07,14.0,416,153,40,114072,0,100401,0,0.2,10.0,Bogarde,5
0,None,0,0,False,True,0,0,0,0,0,514315,None,,0,0,-2,2,0.0,522,193,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lino,0.0,419,152,0,0,0,False,0.0,543,194,45,False,0.0,540,194,,0,has joined Rotherham on loan for the rest of the season.,2026-02-06T22:51:55.055374Z,38,819,249,p514315,0,0,None,0,,514315.jpg,0.0,551,194,0,0,0,None,False,0,0,,[],da Cruz Sousa,0.2,361,131,False,None,0,0,u,0,2,7,None,0.0,490,188,0,22076,0,40217,0,0.0,0.0,Sousa,0
0,2006-04-20,0,0,False,True,0,0,0,0,0,587178,None,,0,0,0,0,0.0,619,236,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Yasin,0.0,519,203,0,0,0,False,0.0,630,237,46,False,0.0,627,237,,0,has joined Anderlecht on loan for the rest of the season.,2025-09-22T21:15:59.805053Z,40,736,196,p587178,0,0,None,0,,587178.jpg,0.0,637,236,0,0,0,219,False,0,0,,[],Özcan,0.1,469,174,False,None,0,0,u,0,2,7,2025-06-01,0.0,589,233,0,4656,0,21237,0,0.0,0.0,Yasin,0
8,2002-07-26,17,605,False,True,100,100,9,0.25,49,244850,None,,0,0,3,-3,706.2,26,25,230,6.31,1,,4,3,3.7,3.3,0,4.32,0.12,11.16,0.31,6.84,51.55,1.41,0.19,Morgan,3.8,89,38,48,1.32,10,False,232.0,9,6,47,False,746.2,41,11,,3280,,2025-08-10T22:00:04.458365Z,73,28,17,p244850,0,0,None,0,,244850.jpg,4.6,27,12,0,139,0,241,False,0,0.0,,[],Rogers,20.2,13,4,False,None,37,1.02,a,42,2,7,2024-02-01,871.0,8,3,169,6873325,0,5463430,0,0.5,23.2,Rogers,7
4,1997-05-07,3,417,False,True,100,100,4,0.19,51,166989,5,,0,0,-1,1,513.6,56,48,203,9.84,None,,0,3,2.0,1.7,1,3.26,0.16,4.40,0.22,1.14,31.34,1.52,0.06,Youri,2.2,170,78,27,1.31,0,False,113.1,117,66,48,False,432.0,166,61,,1857,,2026-01-26T04:00:07.415161Z,59,89,57,p166989,0,0,None,0,,166989.jpg,2.7,248,101,0,94,0,21,False,0,0.0,,[],Tielemans,0.7,242,84,False,None,21,1.02,a,58,2,7,2023-06-14,184.0,206,107,68,171924,0,356117,0,0.4,11.5,Tielemans,0
2,1997-08-09,0,69,False,True,100,100,0,0.0,7,215711,4,,0,0,0,0,160.4,237,152,48,9.6,None,,0,3,0.3,1.3,5,1.46,0.29,1.96,0.39,0.50,7.03,1.41,0.1,Leon,1.8,207,92,9,1.8,0,False,30.1,369,174,49,False,71.2,411,179,,450,,2025-08-20T13:31:56.843157Z,55,138,86,p215711,0,0,None,0,,215711.jpg,1.6,417,179,0,31,0,107,False,0,0.0,,[],Bailey,0.1,467,161,False,None,3,0.6,a,10,2,7,2021-08-04,69.0,328,169,21,10030,0,52941,0,0.3,3.8,Bailey,1
2,1996-12-25,10,382,False,True,100,100,3,0.15,39,195546,None,,0,0,-2,2,402.1,90,65,197,10.11,6,,3,3,2.3,3.3,6,2.23,0.11,5.61,0.28,3.38,28.03,1.44,0.17,Emiliano,3.8,84,35,24,1.23,6,False,121.4,98,57,50,False,427.0,167,62,,1753,,2026-03-16T00:00:09.650848Z,53,182,115,p195546,0,0,2,0,,195546.jpg,2.8,228,88,0,109,0,10,False,0,0.0,,[],Buendía Stati,0.4,294,102,False,None,21,1.08,a,49,2,7,2021-06-10,398.0,80,47,102,238478,0,218449,0,0.7,19.2,Buendía,6
0,2003-10-04,0,0,False,True,0,0,0,0,0,469247,None,,0,0,0,0,0.0,830,372,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,814,363,0,0,0,False,0.0,830,372,51,False,0.0,830,372,,0,has joined Pisa on loan for the rest of the season.,2025-09-22T21:15:59.838578Z,55,144,91,p469247,0,0,None,0,,469247.jpg,0.0,830,372,0,0,0,241,False,0,0,,[],Iling-Junior,0.0,700,281,False,None,0,0,u,0,2,7,2024-07-01,0.0,829,372,0,1383,0,3814,0,0.0,0.0,Iling Jr,0
2,1999-01-19,3,161,False,True,0,0,1,0.14,2,204646,None,,0,0,-4,4,99.7,299,172,16,2.25,None,,1,3,0.0,0.0,0,0.35,0.05,4.38,0.62,4.03,10.59,1.49,0.57,Donyell,0.0,782,339,10,1.41,4,False,56.3,282,143,53,False,183.4,321,141,,640,has joined Roma on loan for the rest of the season.,2026-01-16T15:17:04.828016Z,51,227,139,p204646,0,0,None,0,,204646.jpg,2.6,265,108,0,10,0,152,False,0,0.0,,[],Malen,0.4,292,100,False,None,5,0.7,u,4,2,7,2025-01-14,290.0,120,71,55,172896,0,340842,0,0.0,10.8,Malen,0
4,1994-10-18,6,443,False,True,100,100,8,0.34,32,122806,None,,0,0,-2,2,605.3,37,34,150,6.32,None,,2,3,2.7,2.5,1,4.11,0.17,7.11,0.3,3.00,33.08,1.39,0.13,John,3.0,118,53,28,1.18,5,False,137.3,78,48,54,False,459.8,148,52,,2136,,2026-05-03T23:00:09.124947Z,53,179,112,p122806,0,0,None,0,,122806.jpg,3.4,134,57,0,89,0,243,False,0,0.0,,[],McGinn,0.7,233,81,False,None,28,1.18,a,29,2,7,2018-08-08,309.0,110,67,103,266912,0,274130,0,0.6,19.4,McGinn,5
2,1993-12-05,5,221,False,True,100,100,1,0.11,15,88894,None,,0,0,-2,2,162.3,231,150,74,7.89,None,,1,3,2.5,3.5,5,1.26,0.13,2.84,0.3,1.58,13.20,1.41,0.17,Ross,4.0,71,29,15,1.6,3,False,58.1,275,139,55,False,227.8,289,122,,844,,2025-11-30T22:30:09.043798Z,48,345,216,p88894,0,0,None,0,,88894.jpg,2.7,241,94,0,45,0,241,False,0,0.0,,[],Barkley,0.1,510,187,False,None,7,0.75,a,14,2,7,2024-07-01,191.0,193,103,56,17174,0,18618,0,0.8,11.7,Barkley,1
0,None,0,0,False,True,0,0,0,0,0,491287,None,,0,0,0,0,0.0,811,359,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Enzo,0.0,773,332,0,0,0,False,0.0,812,359,56,False,0.0,812,359,,0,Season-long loan to Benfica,2025-07-22T13:50:13.193555Z,50,266,161,p491287,0,0,None,0,,491287.jpg,0.0,812,359,0,0,0,None,False,0,0,,[],Barrenechea,0.0,840,379,False,None,0,0,u,0,2,7,None,0.0,808,358,0,0,0,36,0,0.0,0.0,Barrenechea,0
0,2003-01-03,0,0,False,True,0,0,0,0,0,461421,None,,0,0,0,0,0.0,807,356,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,769,329,0,0,0,False,0.0,808,356,57,False,0.0,808,356,,0,Has joined Preston North End on loan for the rest of the season.,2025-08-26T13:44:19.058961Z,50,262,158,p461421,0,0,None,0,,461421.jpg,0.0,808,356,0,0,0,241,False,0,0,,[],Dobbin,0.0,675,271,False,None,0,0,u,0,2,7,2024-06-23,0.0,804,355,0,889,0,5455,0,0.0,0.0,Dobbin,0
3,1999-11-23,7,282,False,True,0,0,5,0.32,46,226944,None,,0,0,-1,1,241.3,170,112,149,9.51,None,,0,3,0.0,0.0,0,0.84,0.05,1.36,0.08,0.53,20.80,1.33,0.03,Boubacar,0.0,743,311,15,0.96,1,False,64.2,254,127,58,False,325.0,230,96,,1410,Knee injury - Expected back 01 Jun,2026-05-08T15:30:09.019486Z,49,308,191,p226944,0,0,None,0,,226944.jpg,3.4,129,54,0,65,0,73,False,0,0.0,https://www.avfc.co.uk/news/2026/february/06/prematch-team-news-ahead-of-bournemouth/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Kamara,0.2,408,140,False,None,17,1.09,i,38,2,7,2022-06-11,75.0,315,164,61,111587,0,121485,0,0.0,12.4,Kamara,5
0,2001-08-16,4,353,False,True,100,100,6,0.31,99,449871,None,,0,0,-2,2,152.6,249,158,219,11.23,None,,0,3,-0.5,-0.3,1,0.69,0.04,2.37,0.13,1.68,28.53,1.46,0.09,Amadou,0.2,377,169,26,1.33,2,False,74.4,219,106,59,False,413.2,176,66,,1755,,2026-04-26T22:30:07.719459Z,48,361,224,p449871,0,0,None,0,,449871.jpg,3.0,194,74,0,72,0,21,False,0,0.0,,[],Onana,0.6,248,88,False,None,21,1.08,a,48,2,7,2024-07-22,178.0,211,112,76,168465,0,295144,0,0.0,15.8,Onana,3
0,2007-01-29,0,0,False,True,0,0,0,0,0,577731,None,,0,0,-1,1,0.0,689,269,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,615,217,0,0,0,False,0.0,696,269,60,False,0.0,694,267,,0,has joined Falkirk on loan for the rest of the season.,2026-02-06T22:47:15.874946Z,44,575,347,p577731,0,0,None,0,,577731.jpg,0.0,700,272,0,0,0,241,False,0,0,,[],Broggio,0.2,363,124,False,None,0,0,u,0,2,7,2024-09-23,0.0,670,262,0,38290,0,52801,0,0.0,0.0,Broggio,0
0,1995-04-15,0,0,False,True,0,0,0,0,0,151589,None,,0,0,0,0,0.0,695,271,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leander,0.0,624,221,0,0,0,False,0.0,702,271,61,False,0.0,700,269,,0,Has joined Real Oviedo permanently.,2025-08-20T13:31:56.822248Z,45,414,250,p151589,0,0,None,0,,151589.jpg,0.0,706,274,0,0,0,21,False,0,0,,[],Dendoncker,0.1,543,200,False,None,0,0,u,0,2,7,2022-09-01,0.0,676,264,0,2169,0,33857,0,0.0,0.0,Dendoncker,0
0,2006-10-02,0,3,False,True,0,0,0,0.0,0,559962,None,,0,0,0,0,0.3,498,242,1,11.25,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.61,6.86,0.0,Jamaldeen,0.0,667,256,0,0.0,0,False,0.1,528,241,62,False,0.2,525,239,,8,has joined West Brom on loan for the rest of the season.,2026-02-06T22:47:15.891521Z,45,471,287,p559962,0,0,None,0,,559962.jpg,1.0,493,221,0,1,0,241,False,0,0.0,,[],Jimoh-Aloba,0.1,574,215,False,None,0,0.0,u,0,2,7,2024-09-23,0.0,717,298,1,8790,0,11047,0,0.0,0.2,Jimoh-Aloba,0
0,2006-01-19,0,0,False,True,0,0,0,0,0,537403,None,,0,0,-2,2,0.0,657,248,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kadan,0.0,575,193,0,0,0,False,0.0,664,246,63,False,0.0,661,244,,0,has joined Reading on loan for the rest of the season.,2026-02-06T22:47:15.909676Z,43,615,363,p537403,0,0,None,0,,537403.jpg,0.0,672,253,0,0,0,241,False,0,0,,[],Young,0.5,278,95,False,None,0,0,u,0,2,7,2022-12-10,0.0,635,238,0,102090,0,135893,0,0.0,0.0,Young,0
4,1995-12-30,26,623,False,True,100,100,9,0.29,23,178301,None,,0,0,-3,3,330.9,126,7,94,2.99,None,,5,4,6.3,9.0,13,1.18,0.04,16.58,0.53,15.40,43.39,1.38,0.49,Ollie,9.5,1,1,38,1.21,16,False,225.2,12,4,64,False,720.2,47,5,,2833,,2026-01-29T23:00:09.533353Z,87,9,5,p178301,0,0,3,0,,178301.jpg,4.5,32,5,0,49,0,241,False,0,0.0,,[],Watkins,13.0,28,8,False,None,33,1.05,a,22,2,7,2020-09-09,1206.0,2,2,167,3761213,0,5154207,0,1.1,19.2,Watkins,4
0,None,0,0,False,True,0,0,0,0,0,576756,None,,0,0,0,0,0.0,743,79,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Zépiqueno,0.0,679,72,0,0,0,False,0.0,750,80,65,False,0.0,749,80,,0,has joined Huddersfield Town on loan for the rest of the season.,2025-09-02T13:26:36.441136Z,45,486,69,p576756,0,0,None,0,,576756.jpg,0.0,752,81,0,0,0,None,False,0,0,,[],Redmond,0.3,337,55,False,None,0,0,u,0,2,7,None,0.0,730,79,0,17574,0,85482,0,0.0,0.0,Redmond,0
0,2003-04-04,0,17,False,True,100,100,0,0.0,2,444884,None,,0,0,-4,4,31.7,396,199,6,4.91,None,,0,3,-0.5,-0.5,0,0.08,0.07,0.37,0.31,0.29,1.74,1.42,0.24,Harvey,0.0,784,341,2,1.64,0,False,7.4,453,203,389,False,11.8,476,210,,110,,2026-05-09T21:00:09.892280Z,51,232,142,p444884,0,0,None,0,,444884.jpg,1.0,516,238,0,4,0,241,False,0,0.0,,[],Elliott,0.2,409,141,False,None,1,0.82,a,0,2,7,2025-09-01,31.0,378,191,5,95040,0,104382,0,0.0,1.0,Elliott,0
2,2000-03-25,0,141,False,True,100,100,2,0.21,11,209243,6,,0,0,-2,2,290.6,152,100,44,4.59,None,,0,3,0.5,0.3,0,1.87,0.2,2.48,0.26,0.61,14.11,1.47,0.06,Jadon,0.8,316,141,10,1.04,0,False,61.6,263,130,456,False,130.2,371,166,,863,,2026-03-27T21:00:10.454595Z,58,106,69,p209243,0,0,None,0,,209243.jpg,1.6,418,180,0,26,0,241,False,0,0.0,,[],Sancho,0.2,368,126,False,None,9,0.94,a,7,2,7,2025-09-01,193.0,192,102,37,53465,0,56572,0,0.1,6.4,Sancho,0
0,2004-12-02,0,0,False,True,None,None,0,0,0,481283,None,,0,0,-1,1,0.0,549,40,0,0,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,446,47,0,0,0,False,0.0,567,57,688,False,0.0,564,57,,0,,None,39,782,84,p481283,0,0,None,0,,481283.jpg,0.0,575,57,0,0,0,241,False,0,0,,[],Wright,0.6,256,34,False,None,0,0,a,0,2,7,2023-03-31,0.0,518,25,0,62596,0,48936,0,0.0,0.0,Wright,0
1,1998-05-09,0,220,False,True,100,100,1,0.1,31,230046,1,,0,0,-1,1,294.3,149,98,105,10.35,None,,0,3,0.0,0.5,2,1.42,0.14,1.95,0.19,0.53,13.24,1.31,0.05,Douglas Luiz,1.0,285,126,15,1.48,1,False,59.1,271,136,699,False,201.6,310,133,Douglas Luiz,913,,2025-11-01T18:30:08.443766Z,49,310,192,p230046,0,0,None,0,,230046.jpg,1.7,404,174,0,52,0,30,False,0,0.0,,[],Soares de Paulo,0.1,529,193,False,None,12,1.18,a,22,2,7,2026-01-28,94.0,297,157,35,29269,0,25967,0,0.2,7.1,Douglas Luiz,3
0,2006-10-02,0,0,False,True,0,0,0,0,0,569577,None,,0,0,0,0,0.0,616,233,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Triston,0.0,516,200,0,0,0,False,0.0,627,234,701,False,0.0,624,234,,0,has joined Annecy on loan for the rest of the season.,2025-09-22T21:15:59.825051Z,40,733,193,p569577,0,0,None,0,,569577.jpg,0.0,634,233,0,0,0,241,False,0,0,,[],Rowe,0.1,544,193,False,None,0,0,u,0,2,7,2024-09-23,0.0,586,230,0,8943,0,10853,0,0.0,0.0,Rowe,0
0,2008-03-04,0,3,False,True,None,None,0,0.0,0,645618,None,,0,0,-2,2,0.3,497,241,1,5.62,None,,0,3,-0.5,-0.5,0,0.00,0.0,0.00,0.0,0.00,0.90,5.06,0.0,Bradley,0.0,587,204,1,5.62,0,False,0.0,674,256,702,False,0.0,672,254,,16,,None,43,631,377,p645618,0,0,None,0,,645618.jpg,1.0,483,211,0,1,0,241,False,0,0.0,,[],Burrowes,0.1,443,152,False,None,0,0.0,a,0,2,7,2025-01-09,0.0,645,248,1,20893,0,12404,0,0.0,0.2,Burrowes,0
0,2006-12-21,0,0,False,True,None,None,0,0,0,564505,None,,0,0,-1,1,0.0,559,47,0,0,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Sam,0.0,456,53,0,0,0,False,0.0,576,63,703,False,0.0,573,63,,0,,None,39,793,91,p564505,0,0,None,0,,564505.jpg,0.0,584,63,0,0,0,241,False,0,0,,[],Proctor,0.6,257,35,False,None,0,0,a,0,2,7,2023-12-16,0.0,528,32,0,95367,0,52276,0,0.0,0.0,Proctor,0
0,2005-10-06,0,0,False,True,None,None,0,0,0,534836,None,,0,0,-1,1,0.0,556,206,0,0,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Travis,0.0,453,168,0,0,0,False,0.0,573,207,710,False,0.0,570,207,,0,,None,39,790,228,p534836,0,0,None,0,,534836.jpg,0.0,581,207,0,0,0,241,False,0,0,,[],Patterson,0.2,389,142,False,None,0,0,a,0,2,7,2025-08-30,0.0,525,202,0,34014,0,24439,0,0.0,0.0,Patterson,0
1,1994-07-17,0,124,False,True,100,100,1,0.1,47,184667,None,,0,0,0,0,36.6,388,139,54,5.16,None,,0,2,0.3,0.7,2,0.10,0.01,0.38,0.04,0.28,15.93,1.52,0.03,Victor,1.2,248,93,15,1.43,0,False,22.7,390,137,719,False,167.8,331,127,,942,,2025-09-18T04:00:08.433120Z,45,418,78,p184667,0,0,None,0,,184667.jpg,1.7,397,145,0,19,0,206,False,0,0.0,,[],Lindelöf,0.1,484,176,False,None,11,1.05,a,7,2,7,2025-09-01,22.0,398,142,29,22854,0,16638,0,0.3,6.4,Lindelöf,0
0,2007-03-04,0,5,False,True,None,None,0,0.0,0,577285,None,,0,0,0,0,1.7,483,233,1,3.6,None,,0,3,-0.5,-0.5,0,0.01,0.04,0.05,0.18,0.04,0.61,2.2,0.14,George,0.0,680,266,0,0.0,0,False,0.3,520,237,754,False,0.0,750,311,,25,,None,45,487,298,p577285,0,0,None,0,,577285.jpg,1.0,498,224,0,1,0,241,False,0,0.0,,[],Hemmings,0.0,747,316,False,None,0,0.0,a,0,2,7,2025-08-05,2.0,464,228,2,1438,0,920,0,0.0,0.4,George Hemmings,0
0,2004-09-09,0,0,False,True,None,None,0,0,0,516875,None,,0,0,0,0,0.0,606,74,0,0,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ronnie,0.0,505,77,0,0,0,False,0.0,617,84,757,False,0.0,614,84,,0,,None,40,722,63,p516875,0,0,None,0,,516875.jpg,0.0,624,84,0,0,0,244,False,0,0,,[],Hollingshead,0.0,704,83,False,None,0,0,a,0,2,7,2025-12-02,0.0,575,59,0,1543,0,1132,0,0.0,0.0,Hollingshead,0
0,2007-11-30,0,0,False,True,None,None,0,0,0,664015,None,,0,0,0,0,0.0,636,251,0,0,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Leon,0.0,539,221,0,0,0,False,0.0,647,252,768,False,0.0,644,252,,0,,None,40,757,215,p664015,0,0,None,0,,664015.jpg,0.0,654,251,0,0,0,241,False,0,0,,[],Routh,0.0,685,244,False,None,0,0,a,0,2,7,2025-12-20,0.0,607,249,0,852,0,816,0,0.0,0.0,Leon Routh,0
0,2007-03-22,0,0,False,True,None,None,0,0,0,618027,None,,0,0,0,0,0.0,629,245,0,0,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,TJ,0.0,531,214,0,0,0,False,0.0,640,246,781,False,0.0,637,246,,0,,None,40,748,207,p618027,0,0,None,0,,618027.jpg,0.0,647,245,0,0,0,241,False,0,0,,[],Carroll,0.0,692,246,False,None,0,0,a,0,2,7,2026-01-02,0.0,599,242,0,1057,0,727,0,0.0,0.0,Carroll,0
0,2006-05-05,0,11,False,True,0,0,0,0.0,1,653481,None,,0,0,0,0,3.5,469,224,4,7.66,None,,0,3,0.0,0.0,0,0.05,0.1,0.10,0.2,0.05,1.87,3.58,0.1,Alysson Edward Franco,0.0,781,338,2,3.83,0,False,1.5,498,227,792,False,3.2,505,230,Alysson Edward,47,Muscle injury - Unknown return date,2026-05-14T16:30:10.342832Z,50,281,173,p653481,0,0,None,0,,653481.jpg,1.0,513,235,0,3,0,30,False,0,0.0,https://www.avfc.co.uk/news/2026/may/14/prematch-team-news-for-liverpool-clash/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],da Rocha dos Santos,0.0,788,340,False,None,0,0.0,i,0,2,7,2026-01-01,10.0,428,209,3,433,0,320,0,0.0,0.6,Alysson,0
0,1997-10-02,2,93,False,True,None,None,0,0.0,3,173879,None,,0,0,-3,3,49.2,371,47,13,4.21,None,,0,4,0.0,-0.3,0,0.36,0.12,2.41,0.78,2.05,5.12,1.66,0.66,Tammy,0.2,395,52,8,2.59,2,False,27.1,378,47,808,False,87.2,401,46,,278,,None,57,112,32,p173879,0,0,None,0,,173879.jpg,1.9,368,41,0,6,0,241,False,0,0.0,,[],Abraham,0.2,413,61,False,None,2,0.65,a,4,2,7,2026-01-27,136.0,244,47,23,92819,0,76337,0,0.0,4.0,Abraham,0
0,2004-06-15,0,39,False,True,None,None,0,0.0,4,518030,None,,0,0,-3,3,10.0,441,12,0,0.0,None,,0,1,1.3,1.8,3,0.00,0.0,0.00,0.0,0.00,4.82,1.61,0.0,Max,1.8,195,16,4,1.33,0,False,8.7,441,30,183,False,76.8,408,32,,270,,None,42,652,35,p518030,0,0,None,0,,518030.jpg,2.3,304,30,0,21,0,80,False,10,3.33,,[],Weiß,0.2,381,54,False,None,3,1.0,a,0,3,90,2025-06-25,0.0,621,74,7,20012,0,19233,0,0.4,1.7,Weiss,0
0,2000-07-19,0,0,False,True,0,0,0,0,0,489571,None,,0,0,0,0,0.0,594,68,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Etienne,0.0,492,71,0,0,0,False,0.0,606,79,184,False,0.0,603,79,,0,has joined FC Fredericia permanently.,2025-09-02T12:51:25.510909Z,40,706,57,p489571,0,0,None,0,,489571.jpg,0.0,614,79,0,0,0,241,False,0,0,,[],Green,0.2,417,59,False,None,0,0,u,0,3,90,2024-08-07,0.0,563,53,0,4943,0,34808,0,0.0,0.0,Green,0
