id,name,squad,price,status,position,totalPoints,avgPoints,round0,round1,round2,round3,round4,round5,round6,round7
1332,Tomas Aranda,ARG,4.3,playing,MID,0,0,0,0,0,0,0,0,0,0
1333,Nicolas Dominguez,ARG,5.0,playing,MID,0,0,0,0,0,0,0,0,0,0
1334,Claudio Echeverri,ARG,5.5,playing,MID,0,0,0,0,0,0,0,0,0,0
1335,Matias Soule,ARG,6.2,playing,MID,0,0,0,0,0,0,0,0,0,0
1336,Nicolas Capaldo,ARG,5.0,playing,MID,0,0,0,0,0,0,0,0,0,0
1337,Milton Delgado,ARG,4.2,playing,MID,0,0,0,0,0,0,0,0,0,0
1338,Lautaro Martinez,ARG,8.8,playing,FWD,35,5,1,4,9,2,4,7,8,0
1339,Mateo Pellegrino,ARG,5.0,playing,FWD,0,0,0,0,0,0,0,0,0,0
1340,Santiago Castro,ARG,6.0,playing,FWD,0,0,0,0,0,0,0,0,0,0
1341,Dennis Hadzikadunic,BIH,3.7,eliminated,DEF,4,4,0,0,4,0,0,0,0,0
1342,Ermin Mahmic,BIH,4.2,eliminated,MID,18,6,0,9,8,1,0,0,0,0
1343,Weverton Pereira da Silva,BRA,4.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1345,Alex Sandro Lobo da Silva,BRA,4.5,eliminated,DEF,1,1,0,0,1,0,0,0,0,0
1346,Wesley Vinicius Franca Lima,BRA,4.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1361,Bruno Guimaraes Rodriguez Moura,BRA,6.8,eliminated,MID,34,6.8,8,4,12,7,3,0,0,0
1366,Raphael Dias Belloli,BRA,8.2,eliminated,MID,3,1.5,2,1,0,0,0,0,0,0
1369,Neymar da Silva Santos Junior,BRA,7.2,eliminated,MID,9,4.5,0,0,1,0,8,0,0,0
1374,Yerry Mina,COL,4.2,eliminated,DEF,1,1,0,0,0,0,1,0,0,0
1379,Willer Ditta,COL,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1385,Juan Portilla,COL,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1396,Cucho Hernandez,COL,6.3,eliminated,FWD,5,2.5,4,0,0,0,1,0,0,0
1400,Jindrich Stanek,CZE,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1405,David Zima,CZE,3.9,eliminated,DEF,1,1,0,1,0,0,0,0,0,0
1411,Alexandr Sojka,CZE,4.5,eliminated,MID,7,2.3,2,4,1,0,0,0,0,0
1413,David Doudera,CZE,5.1,eliminated,MID,2,2,0,0,2,0,0,0,0,0
1417,Hugo Sochurek,CZE,4.3,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1423,Christophe Kabongo,CZE,4.5,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1425,Jan Kuchta,CZE,5.5,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1427,Adam Hlozek,CZE,6.5,eliminated,FWD,5,1.7,1,2,2,0,0,0,0,0
1428,Robin Risser,FRA,3.5,playing,GK,0,0,0,0,0,0,0,0,0,0
1429,William Saliba,FRA,5.3,playing,DEF,31,5.2,2,7,0,7,7,7,1,0
1430,Jules Kounde,FRA,5.4,playing,DEF,34,4.3,2,7,2,7,7,7,1,1
1431,Bradley Barcola,FRA,8.0,playing,MID,40,5,9,3,4,11,2,1,1,9
1432,Jean-Philippe Mateta,FRA,6.5,playing,FWD,3,1,0,0,1,1,0,1,0,0
1433,Paul Reverson,GHA,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1434,Solomon Agbasi,GHA,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1445,Augustine Boakye,GHA,4.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1454,Ko Itakura,JPN,4.5,eliminated,DEF,13,6.5,0,12,1,0,0,0,0,0
1455,Takehiro Tomiyasu,JPN,4.9,eliminated,DEF,11,3.7,1,9,0,1,0,0,0,0
1456,Yuto Nagatomo,JPN,3.7,eliminated,DEF,1,1,0,0,1,0,0,0,0,0
1457,Wataru Endo,JPN,6.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1458,Takefusa Kubo,JPN,7.0,eliminated,MID,7,7,7,0,0,0,0,0,0,0
1459,Antonio Rodriguez,MEX,3.7,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1460,Carlos Moreno,MEX,3.6,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1461,Alex Padilla,MEX,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1462,Julian Araujo,MEX,4.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1463,Alejandro Gomez,MEX,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1464,Ramon Juarez,MEX,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1465,Mateo Chavez,MEX,3.5,eliminated,DEF,16,16,0,0,16,0,0,0,0,0
1467,Bryan Gonzalez,MEX,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1468,Victor Guzman,MEX,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1470,Marcel Ruiz,MEX,5.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1471,Jordan Carrillo,MEX,5.1,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1472,Diego Lainez,MEX,5.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1473,Cesar Huerta,MEX,6.3,eliminated,MID,1,1,0,1,0,0,0,0,0,0
1474,Edson Alvarez,MEX,6.0,eliminated,MID,8,2,1,3,3,0,1,0,0,0
1475,Jesus Angulo,MEX,5.3,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1476,Gilberto Mora,MEX,4.5,eliminated,MID,7,1.8,1,0,3,1,2,0,0,0
1477,Luis Chavez,MEX,6.3,eliminated,MID,1,1,1,0,0,0,0,0,0,0
1478,Luis Romo,MEX,5.5,eliminated,MID,25,6.3,0,12,8,3,2,0,0,0
1479,Elias Montiel,MEX,4.5,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1480,Kevin Castaneda,MEX,4.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1481,Alexis Gutierrez,MEX,4.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1482,Jeremy Marquez,MEX,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1483,Alexei Dominguez,MEX,4.5,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1484,Efrain Alvarez,MEX,5.5,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1485,Santiago Gimenez,MEX,6.8,eliminated,FWD,4,1,0,1,1,1,1,0,0,0
1486,Jorge Ruvalcaba,MEX,4.9,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1488,Michael Boxall,NZL,3.7,eliminated,DEF,0,0,1,0,-1,0,0,0,0,0
1489,Liberato Cacace,NZL,4.1,eliminated,DEF,2,0.7,1,1,0,0,0,0,0,0
1490,Nando Pijnaker,NZL,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1491,Tommy Smith,NZL,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1492,Matthew Garbett,NZL,5.0,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1493,Chris Wood,NZL,6.5,eliminated,FWD,15,5,11,2,2,0,0,0,0,0
1494,Sarpreet Singh,NZL,5.3,eliminated,MID,4,1.3,2,1,1,0,0,0,0,0
1495,Juan Espinola,PAR,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1496,Carlos Coronel,PAR,4.1,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1497,Santiago Rojas,PAR,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1498,Blas Riveros,PAR,3.9,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1499,Alcides Benitez,PAR,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1500,Agustin Sandez,PAR,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1501,Alan Nunez,PAR,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1502,Saul Salcedo,PAR,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1503,Diego Leon,PAR,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1504,Tarek Salman Suleiman Odeh,QAT,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1505,Rayyan Ahmed Al Ali,QAT,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1506,Homam El Amin Mohamed Ahmed,QAT,3.6,eliminated,DEF,1,0.5,7,-6,0,0,0,0,0,0
1507,Sultan Hussain Mohamad Hussain Al Brake,QAT,3.7,eliminated,DEF,-2,-1,0,-2,0,0,0,0,0,0
1508,Abdulaziz Hatem Mohammed Abdullah,QAT,5.3,eliminated,MID,1,1,0,0,1,0,0,0,0,0
1509,Jassem Gaber El Sayed Abdulsallam,QAT,5.0,eliminated,MID,3,1,1,1,1,0,0,0,0,0
1510,Ahmed Alaaeldin Bader Mohammed Abdelmotaal,QAT,5.5,eliminated,FWD,2,1,1,0,1,0,0,0,0,0
1511,Mohammed Muntari,QAT,5.3,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1512,Andres Sebastian Soria Quintana,QAT,5.1,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1513,Tahsin Mohammed Jamshid,QAT,4.5,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1514,Viktor Johansson,SWE,3.9,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1515,Jacob Widell Zetterstrom,SWE,3.7,eliminated,GK,5,2.5,0,0,2,3,0,0,0,0
1516,Hjalmar Ekdal,SWE,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1517,Emil Holm,SWE,4.1,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1518,Isak Hien,SWE,4.1,eliminated,DEF,0,0,2,-2,0,0,0,0,0,0
1519,Ken Sema,SWE,6.0,eliminated,MID,1,1,0,0,1,0,0,0,0,0
1520,Alexander Isak,SWE,8.0,eliminated,FWD,28,7,16,7,3,2,0,0,0,0
1521,Alexander Bernhardsson,SWE,4.9,eliminated,FWD,5,1.7,2,1,2,0,0,0,0,0
1522,Thibaut Courtois,BEL,4.9,eliminated,GK,19,3.2,2,8,2,2,2,3,0,0
1523,Mike Penders,BEL,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1524,Hans Vanaken,BEL,5.5,eliminated,MID,26,4.3,1,1,7,2,13,2,0,0
1525,Matias Fernandez-Pardo,BEL,5.6,eliminated,FWD,3,1,1,1,1,0,0,0,0,0
1526,Leandro Trossard,BEL,6.6,eliminated,MID,36,6,2,3,17,7,5,2,0,0
1527,Diego Moreira,BEL,4.7,eliminated,MID,1,1,0,0,0,1,0,0,0,0
1528,Ianique dos Santos Tavares,CPV,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1529,Logan Evans Costa,CPV,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1530,Jamiro Gregory Monteiro Alvarenga,CPV,4.6,eliminated,MID,11,2.8,4,2,3,2,0,0,0,0
1531,Helio Sandro Oliveira Alves Varela,CPV,4.9,eliminated,MID,11,3.7,0,9,1,1,0,0,0,0
1532,Gilson Benchimol Tavares,CPV,5.0,eliminated,MID,2,1,0,1,0,1,0,0,0,0
1533,Oumar Diakite,CIV,5.3,eliminated,FWD,2,1,0,0,1,1,0,0,0,0
1534,Ange-Yoan Bonny,CIV,4.9,eliminated,FWD,7,1.8,1,2,2,2,0,0,0,0
1535,Dominik Kotarski,CRO,4.4,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1536,Josko Gvardiol,CRO,5.0,eliminated,DEF,2,0.5,-1,1,1,1,0,0,0,0
1537,Mateo Kovacic,CRO,6.0,eliminated,MID,13,3.3,1,3,7,2,0,0,0,0
1538,Keeto Thermoncy,HAI,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1539,Dominique Simon,HAI,4.3,eliminated,MID,2,1,0,1,1,0,0,0,0,0
1540,Lenny Joseph,HAI,4.2,eliminated,FWD,9,3,1,1,7,0,0,0,0,0
1541,Noureddin Zaid Khaleel Bani Ateyah,JOR,3.6,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1542,Ahmad Mohannad Talab Al Juaidi,JOR,3.6,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1543,Ehsan Nabil Farhan Haddad,JOR,3.5,eliminated,DEF,5,1.7,1,1,3,0,0,0,0,0
1544,Saed Ahmad Salameh Al Rosan,JOR,3.5,eliminated,DEF,1,1,1,0,0,0,0,0,0,0
1545,Anas Saeed Badawi,JOR,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1546,Raja'ei Ayed Fadel Hasan,JOR,4.5,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1547,Ali Iyad Ali Olwan,JOR,4.2,eliminated,FWD,14,4.7,10,2,2,0,0,0,0,0
1548,Gi-Hyuk Lee,KOR,4.5,eliminated,DEF,5,1.7,1,2,2,0,0,0,0,0
1549,In-Beom Hwang,KOR,5.8,eliminated,MID,17,5.7,13,2,2,0,0,0,0,0
1550,Dong-Gyeong Lee,KOR,4.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1551,Montassar Talbi,TUN,3.9,eliminated,DEF,-3,-1,-2,-1,0,0,0,0,0,0
1552,Dylan Bronn,TUN,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1553,Yan Valery,TUN,3.9,eliminated,DEF,-1,-0.3,0,-1,0,0,0,0,0,0
1554,Elias Achouri,TUN,4.8,eliminated,MID,3,1,1,1,1,0,0,0,0,0
1555,Hannibal Mejbri,TUN,4.8,eliminated,MID,17,5.7,8,2,7,0,0,0,0,0
1556,Gedeon Kalulu,COD,3.9,eliminated,DEF,1,1,1,0,0,0,0,0,0,0
1557,Gael Kakuta,COD,4.6,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1558,Armando Obispo,CUW,3.7,eliminated,DEF,6,2,-4,9,1,0,0,0,0,0
1559,Deveron Fonville,CUW,3.7,eliminated,DEF,6,2,-4,9,1,0,0,0,0,0
1560,Jurgen Locadia,CUW,4.1,eliminated,FWD,6,2,2,2,2,0,0,0,0,0
1561,Roozbeh Cheshmi,IRN,4.8,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1562,Kasra Taheri,IRN,4.7,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1563,Jalal Hassan Hachim,IRQ,3.9,eliminated,GK,-1,-0.5,-1,0,0,0,0,0,0,0
1564,Mustafa Saadoon Abbood Al Korji,IRQ,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1565,Ahmed Yahya Mahmood Al Hajjaj,IRQ,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1566,Dario Naamo,IRQ,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1567,Jussef Nasrawe,IRQ,4.4,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1568,Ahmed Ihab Ahmed,IRQ,4.4,eliminated,MID,4,1.3,1,2,1,0,0,0,0,0
1569,Diogo Meireles da Costa,POR,4.9,eliminated,GK,24,4.8,2,7,9,3,3,0,0,0
1570,Ruben dos Santos Gato Alves Dias,POR,5.0,eliminated,DEF,21,5.3,0,9,9,1,2,0,0,0
1571,Nelson Cabral Semedo,POR,4.3,eliminated,DEF,6,1.5,0,4,0,1,1,0,0,0
1572,Bernardo Mota Veiga de Carvalho e Silva,POR,7.8,eliminated,MID,2,0.5,0,1,0,1,0,0,0,0
1573,Cristiano Ronaldo dos Santos Aveiro,POR,10.0,eliminated,FWD,28,5.6,2,14,2,7,3,0,0,0
1574,Rafael Alexandre da Conceicao Leao,POR,7.8,eliminated,MID,19,3.8,1,9,1,7,1,0,0,0
1575,Fahad Younis Ahmed Mohammed Baker,QAT,3.7,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1576,Craig Gordon,SCO,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1577,Aaron Hickey,SCO,4.3,eliminated,DEF,8,8,8,0,0,0,0,0,0,0
1578,Ben Gannon-Doak,SCO,4.9,eliminated,MID,6,2,3,1,2,0,0,0,0,0
1579,Ross Stewart,SCO,5.4,eliminated,FWD,1,1,0,1,0,0,0,0,0,0
1580,Lawrence Shankland,SCO,5.5,eliminated,FWD,4,2,2,0,2,0,0,0,0,0
1581,Christian Fassnacht,SUI,6.1,eliminated,MID,1,1,0,0,1,0,0,0,0,0
1582,Zeki Amdouni,SUI,4.9,eliminated,FWD,4,1,1,0,0,1,1,1,0,0
1583,Cedric Itten,SUI,5.4,eliminated,FWD,3,1,0,1,1,0,1,0,0,0
1584,Ersin Destanoglu,TUR,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1585,Yusuf Akcicek,TUR,4.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1586,Caglar Soyuncu,TUR,4.4,eliminated,DEF,1,1,0,0,1,0,0,0,0,0
1587,Aral Simsir,TUR,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1588,Demir Ege Tiknaz,TUR,4.4,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1589,Can Uzun,TUR,5.3,eliminated,MID,5,2.5,0,1,4,0,0,0,0,0
1590,Yusuf Sari,TUR,5.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1591,Aaron Tshibola,COD,4.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1592,Karim Hafez Ramadan Seif El Din,EGY,3.9,eliminated,DEF,8,2.7,1,0,0,7,0,0,0,0
1593,Nabil Emad Aly El Mahdy,EGY,4.3,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1594,Mostafa Mohamed Zaki Abdelraouf,EGY,4.2,eliminated,MID,31,6.2,2,14,2,3,10,0,0,0
1595,Aqtay Abdallah,EGY,4.3,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1596,Hamza Mohamed Abdelkarim Elsayed Selim,EGY,4.3,eliminated,FWD,4,1,1,1,1,1,0,0,0,0
1597,Mohamed Salah Hamed Mahrous Ghaly,EGY,10.0,eliminated,MID,23,4.6,7,11,1,2,2,0,0,0
1598,Manuel Neuer,GER,5.0,eliminated,GK,7,1.8,2,2,1,2,0,0,0,0
1599,Nadiem Amiri,GER,6.3,eliminated,MID,5,2.5,0,4,0,1,0,0,0,0
1600,Jamal Musiala,GER,8.0,eliminated,MID,13,3.3,9,2,2,0,0,0,0,0
1601,Felix Nmecha,GER,5.6,eliminated,MID,26,6.5,13,10,2,1,0,0,0,0
1602,Aleksandar Pavlovic,GER,5.5,eliminated,MID,7,1.8,3,2,0,2,0,0,0,0
1603,Jamie Leweling,GER,6.4,eliminated,MID,1,1,0,1,0,0,0,0,0,0
1604,Maximilian Beier,GER,6.5,eliminated,FWD,1,1,0,0,1,0,0,0,0,0
1609,Maya Yoshida,JPN,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1610,Ronaldo Dejesus,PAR,3.8,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1611,Mateo Gamarra,PAR,3.9,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1612,Robert Piris Da Motta,PAR,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1613,Oscar Romero,PAR,4.6,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1614,Mathias Villasanti,PAR,4.6,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1615,Hugo Cuenca,PAR,4.8,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1616,Andres Cubas,PAR,4.7,eliminated,MID,16,3.2,3,3,4,2,4,0,0,0
1617,Alvaro Campuzano,PAR,4.6,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1618,Angel Romero,PAR,4.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1619,Rodney Redes,PAR,4.8,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1620,Enso Gonzalez,PAR,5.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1621,Diego Gonzalez,PAR,5.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1665,Munir El Kajoui,MAR,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1666,Ibrahim Gomis,MAR,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1667,Yanis Benchaouch,MAR,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1668,Youssef Belammari,MAR,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1669,Soufiane Bouftini,MAR,4.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1670,Mohamed Chibi,MAR,3.8,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1671,Sofiane Boufal,MAR,6.3,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1672,Imran Louza,MAR,5.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1673,Soufiane El-Faouzi,MAR,4.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1674,Ayyoub Bouaddi,MAR,5.5,eliminated,MID,13,2.6,3,3,0,2,3,2,0,0
1675,Marwane Saadane,MAR,4.7,eliminated,MID,1,1,0,0,0,0,1,0,0,0
1676,Ayoube Amaimouni-Echghouyab,MAR,4.3,eliminated,FWD,2,1,1,1,0,0,0,0,0,0
1677,Soufiane Benjdida,MAR,4.7,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1678,Othmane Maamma,MAR,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1679,Tawfik Bentayeb,MAR,4.7,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1680,Yanis Begraoui,MAR,5.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1681,Sander Tangvik,NOR,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1682,Thelo Aasgaard,NOR,5.5,eliminated,MID,11,11,0,0,11,0,0,0,0,0
1683,Fredrik Aursnes,NOR,6.5,eliminated,MID,10,1.7,2,1,3,1,1,2,0,0
1684,Martin Odegaard,NOR,7.7,eliminated,MID,27,5.4,5,7,0,8,2,5,0,0
1685,Lorenzo Melgarejo,PAR,5.5,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1686,Ruben Lezcano,PAR,5.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1687,Carlos Gonzalez,PAR,5.7,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1688,Isidro Pitta,PAR,5.9,eliminated,FWD,1,1,0,1,0,0,0,0,0,0
1689,Adrian Alcaraz,PAR,4.5,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1690,Adam Bareiro,PAR,5.7,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1691,Ronaldo Martinez,PAR,5.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1692,Robert Morales,PAR,5.3,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1693,Ilay Camara,SEN,3.8,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1694,Moustapha Mbow,SEN,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1695,Bara Sapoko Ndiaye,SEN,4.5,eliminated,MID,1,1,0,0,0,1,0,0,0,0
1696,Sadio Mane,SEN,7.6,eliminated,MID,16,4,2,8,3,3,0,0,0,0
1697,Brandon Petersen,RSA,3.6,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1698,Sipho Chaine,RSA,3.7,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1699,Thabiso Monyane,RSA,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1700,Olwethu Makhanya,RSA,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1701,Bradley Cross,RSA,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1702,Thapelo Morena,RSA,3.8,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1703,Lebohang Maboe,RSA,5.1,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1704,Kamogelo Sebelebele,RSA,4.5,eliminated,MID,1,1,0,1,0,0,0,0,0,0
1705,Patrick Maswanganyi,RSA,5.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1706,Brooklyn Poggenpoel,RSA,4.3,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1707,Iqraam Rayners,RSA,5.3,eliminated,MID,6,1.5,2,2,1,1,0,0,0,0
1708,Jarell Quansah,ENG,4.4,playing,DEF,6,2,0,0,8,0,-2,0,0,0
1709,Reece James,ENG,5.2,playing,DEF,21,4.2,1,9,0,0,0,1,9,1
1710,Eberechi Eze,ENG,8.0,playing,MID,13,2.6,0,1,1,1,0,3,0,7
1711,Ollie Watkins,ENG,7.9,playing,FWD,2,1,0,0,1,0,0,0,0,1
1712,Ivan Toney,ENG,7.5,playing,FWD,3,1.5,0,0,0,0,0,0,1,2
1713,Amine Sbai,MAR,4.8,eliminated,FWD,1,1,0,0,0,0,0,1,0,0
1714,Sondre Langas,NOR,4.0,eliminated,DEF,1,1,0,0,1,0,0,0,0,0
1939,Cristhian Loor,ECU,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1940,Deinner Ordonez,ECU,4.1,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1941,Fricio Caicedo,ECU,4.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1942,Ederson Castillo,ECU,4.2,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1943,Darwin Guagua,ECU,4.8,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1944,Malcom DaCosta,ECU,3.8,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1945,Bruno Caicedo,ECU,5.2,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1946,Luis Fragozo,ECU,5.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1947,Nilson Angulo,ECU,6.0,eliminated,MID,14,3.5,1,1,10,2,0,0,0,0
1950,Abdulquddus bin Atiah bin Mohammed Atiah Khaoud,KSA,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1951,Hassan bin Mohammed bin Osama Al Tambakti,KSA,4.5,eliminated,DEF,0,0,2,-3,1,0,0,0,0,0
1952,Zakaria bin Siraj bin Ahmed Hawsawi,KSA,4.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1953,Jehad bin Abdullatif bin Ahmed Thikri,KSA,4.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1954,Moteb bin Saad bin Salim Al Naqi Al Harbi,KSA,4.1,eliminated,DEF,2,0.7,2,-1,1,0,0,0,0,0
1955,Salem bin Mohammed bin Shafi Al Dawsari,KSA,7.2,eliminated,MID,6,2,2,1,3,0,0,0,0,0
1956,Alaa bin Mohsen bin Ahmed Al Hejji,KSA,5.0,eliminated,MID,2,1,1,1,0,0,0,0,0,0
1957,Nasser bin Essa bin Shafi Al Shardan Al Dawsari,KSA,5.2,eliminated,MID,5,1.7,1,2,2,0,0,0,0,0
1958,Mohammed bin Waheeb bin Saeed Abu Al Shamat,KSA,5.5,eliminated,MID,5,1.7,2,2,1,0,0,0,0,0
1959,Saleh bin Waheeb bin Saeed Abu Al Shamat,KSA,5.3,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1960,Abdullah bin Ibrahim bin Ahmed Al Salem,KSA,5.0,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1961,Alphonso Davies,CAN,4.9,eliminated,DEF,1,1,0,0,0,1,0,0,0,0
1962,Zorhan Bassong,CAN,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1963,Alistair Johnston,CAN,4.0,eliminated,DEF,20,4,1,9,1,9,0,0,0,0
