assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,None,0,0,False,True,0,0,0,0,243557,None,,0,0,0,0,0.0,799,346,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Moussa,0.0,793,345,0,0,0,False,0.0,799,346,34,False,0.0,799,346,0,0,0,0,0,0,0,0,Permanent transfer to Al Ittihad,2024-07-26T08:50:40.300928Z,65,45,23,p243557,0,0,None,0,,243557.jpg,0.0,798,346,0,None,False,0,0,Diaby,0.0,689,280,False,None,0,0,u,2,7,None,0.0,799,346,0,0,0,3420,1,0.0,0.0,Diaby,0
0,None,1,69,False,True,0,0,2,0.22,165659,None,,0,0,0,0,9.2,467,162,None,,0,2,0.0,0.0,0,0.08,0.01,0.72,0.08,0.64,11.88,1.29,0.07,Diego Carlos,0.0,596,236,15,1.63,0,False,21.5,389,132,35,False,150.6,348,127,828,0,0,0,0,0,0,0,loaned to Fenerbahçe,2025-01-03T19:30:08.711012Z,45,370,57,p165659,0,0,None,0,,165659.jpg,2.1,269,86,0,30,False,0,0.0,Santos Silva,0.3,318,122,False,None,8,0.87,u,2,7,2022-06-10,54.0,328,106,21,50956,0,95498,49,0.0,4.7,Diego Carlos,1
5,1993-07-20,7,383,True,True,None,None,6,0.23,101188,2,,0,0,-1,1,583.9,56,9,2,,2,2,2.7,2.7,0,3.97,0.15,4.77,0.18,0.80,34.94,1.34,0.03,Lucas,2.7,146,40,36,1.38,0,False,120.7,108,21,36,False,512.6,133,48,2348,0,0,0,0,0,0,0,,None,44,496,83,p101188,0,0,None,0,,101188.jpg,2.8,166,48,0,73,False,0,0.0,Digne,5.7,67,22,False,None,28,1.07,a,2,7,2022-01-13,112.0,261,73,89,2216228,1458,1902448,15471,0.6,20.2,Digne,4
0,None,0,0,False,True,0,0,0,0,461421,None,,0,0,0,0,0.0,781,336,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,744,320,0,0,0,False,0.0,782,336,37,False,0.0,782,336,0,0,0,0,0,0,0,0,Permanent transfer to West Bromwich Albion,2024-08-07T08:21:33.016106Z,50,221,139,p461421,0,0,None,0,,461421.jpg,0.0,782,336,0,None,False,0,0,Dobbin,0.0,789,337,False,None,0,0,u,2,7,None,0.0,775,335,0,0,0,298,0,0.0,0.0,Dobbin,0
0,None,9,222,False,True,0,0,2,0.29,476344,None,,0,0,-3,3,68.9,334,35,None,,0,4,0.0,0.0,0,0.24,0.03,5.35,0.77,5.11,9.94,1.44,0.74,Jhon,0.0,782,81,14,2.03,7,False,67.5,235,29,38,False,273.8,251,23,622,0,0,0,0,0,0,0,Loaned to Al-Nassr,2025-02-03T10:25:17.104554Z,57,99,26,p476344,0,0,None,0,,476344.jpg,2.6,204,24,1,48,False,0,0.0,Durán,1.6,156,23,False,None,4,0.58,u,2,7,2023-01-23,334.0,100,30,53,1376643,0,1336984,332,0.0,9.3,Duran,3
0,None,0,0,False,True,0,0,0,0,462492,None,,0,0,0,0,0.0,595,56,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,466,57,0,0,0,False,0.0,609,67,39,False,0.0,609,67,0,0,0,0,0,0,0,0,Loaned to Barnsley,2025-02-03T10:19:41.424678Z,40,665,52,p462492,0,0,None,0,,462492.jpg,0.0,616,67,0,13,False,0,0,Gauci,0.5,259,35,False,None,0,0,u,2,7,2024-02-01,0.0,557,37,0,63380,0,79915,318,0.0,0.0,Gauci,0
0,1995-07-16,0,0,True,True,None,None,0,0,123354,None,,0,0,-1,1,0.0,553,192,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kortney,0.0,412,125,0,0,0,False,0.0,574,195,40,False,0.0,574,195,0,0,0,0,0,0,0,0,,None,39,740,239,p123354,0,0,None,0,,123354.jpg,0.0,583,196,0,241,False,0,0,Hause,0.5,256,98,False,None,0,0,a,2,7,2019-07-01,0.0,508,177,0,62568,144,77769,377,0.0,0.0,Hause,0
0,None,0,0,False,True,0,0,0,0,469247,None,,0,0,-1,1,0.0,792,342,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,771,332,0,0,0,False,0.0,792,342,41,False,0.0,792,342,0,0,0,0,0,0,0,0,Season long loan to Bologna,2024-08-29T11:07:04.555253Z,54,137,85,p469247,0,0,None,0,,469247.jpg,0.0,791,342,0,None,False,0,0,Iling-Junior,0.0,664,271,False,None,0,0,u,2,7,None,0.0,789,341,0,342,0,6767,1,0.0,0.0,Iling Jr,0
0,1999-11-23,3,280,True,True,100,100,6,0.33,226944,None,,0,0,0,0,189.9,213,142,None,,0,3,5.3,5.3,10,0.81,0.04,1.63,0.09,0.82,21.04,1.16,0.05,Boubacar,5.3,30,10,21,1.15,1,False,59.9,260,134,42,False,325.0,224,98,1637,0,0,0,0,0,0,0,,2025-02-18T22:00:09.222622Z,50,211,131,p226944,0,0,None,0,,226944.jpg,2.2,256,111,0,73,False,0,0.0,Kamara,0.1,524,194,False,None,19,1.04,a,2,7,2022-06-11,83.0,287,161,55,12568,1987,9021,170,1.1,11.0,Kamara,2
0,None,0,0,False,True,0,0,0,0,465390,None,,0,0,0,0,0.0,598,209,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kaine,0.0,469,154,0,0,0,False,0.0,612,212,43,False,0.0,612,212,0,0,0,0,0,0,0,0,Has joined Preston North End for the rest of the season,2024-08-09T11:14:21.895838Z,40,668,181,p465390,0,0,None,0,,465390.jpg,0.0,619,211,0,None,False,0,0,Kesler-Hayden,0.0,728,247,False,None,0,0,u,2,7,None,0.0,560,200,0,0,0,1685,0,0.0,0.0,Kesler-Hayden,0
0,1997-10-23,10,447,True,True,100,100,8,0.25,199798,None,,1,-1,0,0,123.6,269,76,None,,3,2,8.7,8.7,15,0.61,0.02,1.90,0.06,1.29,40.96,1.3,0.04,Ezri,8.7,8,1,43,1.36,2,False,81.0,192,60,44,False,519.6,127,46,2846,0,0,0,0,0,0,0,,2025-02-10T10:00:08.895290Z,45,371,58,p199798,0,0,None,0,,199798.jpg,3.1,130,33,0,241,False,0,0.0,Konsa Ngoyo,9.1,42,15,False,None,32,1.01,a,2,7,2019-07-11,166.0,203,43,102,1688834,84332,1962159,4883,1.9,22.7,Konsa,1
2,2002-03-10,0,213,True,True,100,100,3,0.26,441302,None,,0,0,-5,5,292.3,147,30,None,,0,2,4.3,4.3,6,2.41,0.21,3.28,0.29,0.87,14.45,1.26,0.08,Ian,4.3,59,15,14,1.22,1,False,74.0,214,65,45,False,252.0,268,101,1035,0,0,0,0,0,0,0,,2024-11-14T10:00:07.838636Z,45,390,68,p441302,0,0,None,0,,441302.jpg,2.0,289,94,0,152,False,0,0.0,Maatsen,1.6,155,60,False,None,9,0.78,a,2,7,2024-06-28,195.0,176,31,56,159752,3243,361386,1839,1.0,12.4,Maatsen,2
0,None,0,0,False,True,0,0,0,0,462381,None,,0,0,0,0,0.0,594,55,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,465,56,0,0,0,False,0.0,608,66,46,False,0.0,608,66,0,0,0,0,0,0,0,0,Has joined MK Dons for the rest of the season,2024-07-18T09:50:40.812599Z,40,664,51,p462381,0,0,None,0,,462381.jpg,0.0,615,66,0,None,False,0,0,Marschall,0.0,799,81,False,None,0,0,u,2,7,None,0.0,556,36,0,0,0,90,0,0.0,0.0,Marschall,0
0,1992-09-02,6,460,True,True,100,100,8,0.23,98980,None,,0,0,0,0,20.0,430,8,None,,2,1,7.7,7.7,6,0.02,0.0,0.02,0.0,0.00,43.88,1.25,0.0,Emiliano,7.7,10,1,45,1.29,0,False,82.8,188,9,47,False,807.2,28,9,3150,0,0,0,0,0,0,0,,2025-02-26T00:00:07.578531Z,50,198,9,p98980,0,0,None,1,,98980.jpg,3.1,136,21,0,10,False,95,2.71,Martínez Romero,13.2,31,4,False,None,36,1.03,a,2,7,2020-09-16,0.0,769,76,113,1930172,24808,1961375,12108,1.5,22.6,Martinez,5
4,1994-10-18,1,354,True,True,100,100,7,0.29,122806,None,,0,0,-3,3,497.5,73,57,None,,0,3,3.3,3.3,3,2.67,0.11,5.71,0.24,3.04,33.59,1.4,0.13,John,3.3,109,45,34,1.42,1,False,102.8,140,81,48,False,277.2,247,111,2156,0,0,0,0,0,0,0,,2025-01-04T19:30:07.992156Z,52,167,100,p122806,0,0,None,0,,122806.jpg,2.3,249,106,0,243,False,0,0.0,McGinn,0.7,246,78,False,None,26,1.09,a,2,7,2018-08-08,256.0,127,83,75,117037,829,274269,765,0.6,14.4,McGinn,7
1,1993-03-13,5,207,True,True,100,100,4,0.32,149484,None,,0,0,-1,1,49.2,360,122,None,,2,2,2.0,2.0,0,0.23,0.02,1.11,0.09,0.88,13.20,1.06,0.07,Tyrone,2.0,191,60,11,0.88,0,False,34.6,339,113,49,False,220.4,282,103,1119,0,0,0,0,0,0,0,,2025-03-01T08:00:09.097035Z,44,501,87,p149484,0,0,None,0,,149484.jpg,3.4,100,19,0,241,False,0,0.0,Mings,0.2,344,129,False,None,12,0.97,a,2,7,2019-07-08,74.0,297,90,47,55565,203,44103,885,0.5,10.7,Mings,1
0,None,0,11,False,True,0,0,0,0.0,578545,None,,0,0,-1,1,7.2,468,163,None,,0,2,0.0,0.0,0,0.02,0.01,0.02,0.01,0.00,2.23,1.66,0.0,Kosta,0.0,437,137,4,2.98,0,False,3.0,494,172,50,False,22.8,474,172,121,0,0,0,0,0,0,0,Loaned to RB Leipzig,2025-02-03T18:30:15.024412Z,39,773,259,p578545,0,0,None,0,,578545.jpg,1.0,456,157,0,190,False,0,0.0,Nedeljković,0.5,265,102,False,None,0,0.0,u,2,7,2024-01-22,0.0,530,186,5,256190,0,261115,304,0.0,1.3,Nedeljkovic,0
0,1990-01-08,0,21,True,True,100,100,1,0.5,111782,None,,0,0,0,0,0.0,682,79,None,,0,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,3.75,1.88,0.0,Robin,0.0,594,80,4,2.0,0,False,3.7,490,39,51,False,37.0,451,39,180,0,0,0,0,0,0,0,,2024-10-18T16:30:05.894923Z,45,365,14,p111782,0,0,None,0,,111782.jpg,2.7,183,31,0,206,False,5,2.5,Olsen,0.1,418,56,False,None,1,0.5,a,2,7,2022-06-10,0.0,660,66,8,15658,97,19517,156,0.0,1.8,Olsen,0
0,1997-01-16,3,256,True,True,100,100,5,0.23,244954,None,,0,0,-3,3,84.3,313,98,None,,1,2,4.7,4.7,7,0.43,0.02,0.94,0.04,0.51,26.83,1.25,0.02,Pau,4.7,48,12,31,1.45,0,False,52.3,285,86,52,False,333.8,217,80,1929,0,0,0,0,0,0,0,,2024-12-30T23:30:08.107053Z,42,620,154,p244954,0,0,None,0,,244954.jpg,2.4,224,69,0,200,False,0,0.0,Torres,0.8,230,88,False,None,22,1.03,a,2,7,2023-07-12,102.0,269,76,55,265039,2571,339624,430,1.1,13.1,Pau,1
4,2001-05-28,3,263,True,True,100,0,5,0.28,232653,None,,0,0,-1,1,307.1,138,97,None,,0,3,0.3,0.0,0,2.12,0.12,3.71,0.21,1.59,22.57,1.28,0.09,Jacob,0.3,364,175,24,1.36,1,False,78.2,198,101,53,False,235.4,275,126,1589,0,0,0,0,0,0,0,,2025-05-11T00:30:07.633320Z,54,132,80,p232653,0,0,None,0,,232653.jpg,2.3,250,107,1,241,False,0,0.0,Ramsey,0.3,314,95,False,None,19,1.08,a,2,7,2019-02-12,241.0,139,88,65,112240,323,122687,418,0.1,12.0,Ramsey,2
11,2002-07-26,15,538,True,True,100,100,10,0.3,244850,None,,1,-1,8,-8,717.9,33,28,None,,4,3,5.0,5.0,6,5.23,0.16,11.72,0.35,6.49,41.71,1.24,0.19,Morgan,5.0,41,15,39,1.16,8,False,213.4,18,13,54,False,729.0,46,10,3032,0,0,0,0,0,0,0,,2025-02-22T21:30:09.096177Z,58,90,58,p244850,0,0,None,0,,244850.jpg,4.4,26,13,0,241,False,0,0.0,Rogers,25.9,10,4,False,None,36,1.07,a,2,7,2024-02-01,687.0,38,23,160,7496301,48258,5528148,51540,0.9,27.6,Rogers,9
0,None,0,0,False,True,0,0,0,0,248164,None,,0,0,0,0,0.0,585,50,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Viljami,0.0,457,52,0,0,0,False,0.0,601,63,55,False,0.0,601,63,0,0,0,0,0,0,0,0,Permanent transfer to Celtic,2024-07-18T09:43:21.242291Z,40,655,46,p248164,0,0,None,0,,248164.jpg,0.0,608,63,0,None,False,0,0,Sinisalo,0.0,800,82,False,None,0,0,u,2,7,None,0.0,547,31,0,0,0,94,1,0.0,0.0,Sinisalo,0
0,None,0,0,False,True,0,0,0,0,514315,None,,0,0,0,0,0.0,608,218,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lino,0.0,481,165,0,0,0,False,0.0,622,221,56,False,0.0,622,221,0,0,0,0,0,0,0,0,Loaned to  Bristol Rovers,2024-08-16T11:50:34.812830Z,40,682,194,p514315,0,0,None,0,,514315.jpg,0.0,629,220,0,None,False,0,0,da Cruz Sousa,0.0,560,194,False,None,0,0,u,2,7,None,0.0,571,210,0,0,0,19288,11,0.0,0.0,Sousa,0
7,1997-05-07,15,681,True,True,25,0,7,0.21,166989,1,,0,0,0,0,951.7,8,8,None,,1,3,0.9,0.0,0,5.82,0.17,8.95,0.26,3.13,42.45,1.27,0.09,Youri,3.7,92,37,44,1.32,3,False,206.6,23,18,57,False,793.4,32,7,2997,0,0,0,0,0,0,0,Muscle injury - 25% chance of playing,2025-05-08T16:30:07.959472Z,55,107,66,p166989,0,1,2,0,,166989.jpg,3.4,108,50,0,21,False,0,0.0,Tielemans,1.1,196,62,False,None,35,1.05,d,2,7,2023-06-14,321.0,104,68,120,396057,46,392595,7542,0.7,21.8,Tielemans,4
8,1995-12-30,32,629,True,True,100,100,10,0.36,178301,None,,1,-1,1,-1,341.4,118,10,None,,6,4,5.3,5.3,5,2.05,0.07,17.17,0.61,15.12,35.76,1.29,0.54,Ollie,5.3,32,3,38,1.37,16,False,222.8,15,5,58,False,765.4,37,6,2503,0,0,0,0,0,0,0,,2025-03-19T15:30:06.831986Z,91,8,3,p178301,0,0,1,0,,178301.jpg,5.0,12,6,0,241,False,0,0.0,Watkins,27.6,9,3,False,None,30,1.08,a,2,7,2020-09-09,1142.0,6,4,184,6300744,258781,6880325,24786,0.6,20.2,Watkins,2
0,1998-03-11,0,133,True,True,100,100,3,0.32,220362,None,,0,0,-3,3,75.6,324,103,None,,0,2,0.0,0.0,0,0.37,0.04,0.74,0.08,0.37,16.70,1.77,0.04,Axel,0.0,538,210,12,1.27,1,False,29.7,359,121,167,False,169.6,334,123,851,0,0,0,0,0,0,0,,2025-02-15T16:00:09.052094Z,42,616,150,p220362,0,0,None,0,,220362.jpg,2.5,206,63,0,73,False,0,0.0,Disasi,0.4,286,108,False,None,9,0.95,a,2,7,2025-02-03,51.0,334,111,33,122007,129,134367,815,0.0,7.9,Disasi,3
0,2001-08-16,5,311,True,True,100,100,5,0.29,449871,None,,0,0,-2,2,183.5,217,144,None,,0,3,2.3,2.3,3,0.82,0.05,2.94,0.17,2.12,22.22,1.29,0.12,Amadou,2.3,162,65,23,1.33,3,False,74.9,211,107,233,False,350.2,205,91,1551,0,0,0,0,0,0,0,,2025-02-14T15:00:07.725990Z,48,313,202,p449871,0,0,None,0,,449871.jpg,2.5,211,88,0,21,False,0,0.0,Onana,2.1,137,45,False,None,19,1.1,a,2,7,2024-07-22,213.0,157,99,62,1449110,476,1485413,544,0.5,12.9,Onana,4
4,1997-10-31,9,333,True,True,0,0,7,0.45,176297,None,,0,0,-4,4,451.1,82,63,2,,1,3,0.0,0.0,0,3.43,0.22,8.10,0.52,4.67,21.68,1.38,0.3,Marcus,0.0,795,346,15,0.95,6,False,122.1,105,66,385,False,398.4,178,74,1414,0,0,0,0,0,0,0,Ineligible to face his parent club on 25/5. - Expected back 26 May,2025-04-27T12:00:08.307285Z,66,40,19,p176297,0,0,3,0,,176297.jpg,3.8,69,33,0,241,False,0,0.0,Rashford,3.8,100,32,False,None,16,1.02,n,2,7,2025-02-02,369.0,90,59,95,1844922,216,1953787,17486,0.0,14.4,Rashford,2
0,2004-01-05,0,22,True,True,None,None,0,0.0,515597,None,,0,0,-1,1,33.3,395,140,None,,0,2,0.0,0.0,0,0.13,0.02,0.17,0.03,0.04,9.28,1.77,0.01,Lamare,0.0,432,133,11,2.09,0,False,13.3,423,148,598,False,84.8,406,145,473,0,0,0,0,0,0,0,,None,39,767,254,p515597,0,0,None,0,,515597.jpg,0.8,531,177,0,152,False,0,0.0,Bogarde,0.2,335,128,False,None,5,0.95,a,2,7,2021-01-07,15.0,413,144,6,65103,123,59652,212,0.0,1.5,Bogarde,2
0,None,0,0,False,True,0,0,0,0,514287,None,,0,0,0,0,0.0,607,217,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sil,0.0,480,164,0,0,0,False,0.0,621,220,640,False,0.0,621,220,0,0,0,0,0,0,0,0,Loaned to Bristol Rovers,2025-02-04T10:52:01.247463Z,40,681,193,p514287,0,0,None,0,,514287.jpg,0.0,628,219,0,152,False,0,0,Swinkels,0.1,530,184,False,None,0,0,u,2,7,2021-01-07,0.0,570,209,0,8500,0,8371,15,0.0,0.0,Swinkels,0
0,2004-06-28,0,0,True,True,None,None,0,0,516159,None,,0,0,0,0,0.0,609,60,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Oliwier,0.0,482,61,0,0,0,False,0.0,623,71,641,False,0.0,623,71,0,0,0,0,0,0,0,0,,None,40,683,56,p516159,0,0,None,0,,516159.jpg,0.0,630,71,0,172,False,0,0,Zych,0.5,266,37,False,None,0,0,a,2,7,2021-01-07,0.0,572,41,0,84480,111,55385,284,0.0,0.0,Zych,0
0,2006-01-19,0,0,False,True,0,0,0,0,537403,None,,0,0,-1,1,0.0,672,262,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kadan,0.0,582,209,0,0,0,False,0.0,677,262,656,False,0.0,677,262,0,0,0,0,0,0,0,0,Loaned to Royal Antwerp,2025-02-28T11:05:51.443216Z,44,543,325,p537403,0,0,None,0,,537403.jpg,0.0,683,264,0,241,False,0,0,Young,0.2,395,133,False,None,0,0,u,2,7,2022-12-10,0.0,649,253,0,59513,0,51969,81,0.0,0.0,Young,0
0,2007-01-29,0,0,True,True,None,None,0,0,577731,None,,0,0,0,0,0.0,751,317,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,676,272,0,0,0,False,0.0,754,317,679,False,0.0,754,317,0,0,0,0,0,0,0,0,,None,45,470,297,p577731,0,0,None,0,,577731.jpg,0.0,757,318,0,241,False,0,0,Broggio,0.0,707,289,False,None,0,0,a,2,7,2024-09-23,0.0,735,310,0,2507,51,1872,26,0.0,0.0,Broggio,0
0,2006-10-02,0,0,True,True,None,None,0,0,559962,None,,0,0,0,0,0.0,744,314,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jamaldeen,0.0,669,269,0,0,0,False,0.0,748,314,710,False,0.0,748,314,0,0,0,0,0,0,0,0,,None,45,463,294,p559962,0,0,None,0,,559962.jpg,0.0,751,315,0,241,False,0,0,Jimoh,0.0,754,315,False,None,0,0,a,2,7,2024-09-23,0.0,729,307,0,681,23,447,16,0.0,0.0,Jimoh,0
0,1999-01-19,3,106,True,True,None,None,0,0.0,204646,None,,0,0,-2,2,32.2,397,210,None,,1,3,0.7,0.7,1,0.05,0.02,2.20,0.69,2.15,3.90,1.21,0.67,Donyell,0.7,327,157,5,1.55,3,False,36.9,327,164,725,False,135.0,360,165,290,0,0,0,0,0,0,0,,None,53,148,89,p204646,0,0,None,0,,204646.jpg,2.5,217,93,0,152,False,0,0.0,Malen,0.2,369,118,False,None,2,0.62,a,2,7,2025-01-14,206.0,161,101,33,86462,143,67158,1851,0.1,6.2,Malen,0
0,2003-02-07,0,26,True,True,None,None,0,0.0,606798,None,,0,0,0,0,68.4,337,110,None,,0,2,0.0,0.0,0,0.49,0.14,0.53,0.15,0.04,6.49,1.85,0.01,Andrés,0.0,687,247,5,1.42,0,False,12.0,428,152,731,False,45.6,440,161,316,0,0,0,0,0,0,0,,None,45,484,78,p606798,0,0,None,0,,606798.jpg,1.1,444,151,0,200,False,0,0.0,García,0.1,548,190,False,None,5,1.42,a,2,7,2025-01-21,7.0,441,161,8,15367,141,11559,211,0.0,1.8,A. Garcia,0
0,1971-11-03,0,0,True,True,None,None,0,0,100037568,None,,0,0,0,0,0.0,531,6,None,,0,5,9.3,9.3,10,0.00,0,0.00,0,0.00,0.00,0,0,Unai,9.3,5,4,0,0,0,False,0.0,554,6,737,False,0.0,554,6,0,6,3,25,3,1,0,9,,None,8,792,11,man37569,0,0,None,0,,100037568.jpg,0.0,563,6,0,200,False,0,0,Emery,7.6,361,3,False,None,0,0,a,2,7,2022-11-01,0.0,485,6,105,264527,985,224094,754,11.6,131.2,Emery,0
2,1996-01-21,6,153,True,True,None,None,3,0.39,174292,None,,-1,1,0,0,221.4,188,129,None,,2,3,2.0,2.0,3,1.14,0.15,5.57,0.72,4.43,10.00,1.29,0.57,Marco,2.0,200,88,8,1.04,3,False,65.9,242,123,762,False,198.6,305,137,695,0,0,0,0,0,0,0,,None,60,74,46,p174292,0,2,None,0,,174292.jpg,3.6,85,39,0,200,False,0,0.0,Asensio,2.5,124,41,False,None,8,1.04,a,2,7,2025-02-03,242.0,137,86,43,836361,4716,556041,19903,0.3,7.2,M.Asensio,2
0,None,0,31,False,True,0,0,1,1.07,232980,None,,0,0,-2,2,3.2,482,172,None,,0,2,0.0,0.0,0,0.01,0.01,0.01,0.01,0.00,0.28,0.3,0.0,Max,0.0,552,220,0,0.0,0,False,1.7,514,178,59,False,13.2,496,179,84,0,0,0,0,0,0,0,Season-long loan to Valencia,2025-01-17T08:27:29.985824Z,43,579,126,p232980,0,0,None,0,,232980.jpg,2.7,180,53,0,241,False,0,0.0,Aarons,0.1,451,159,False,None,1,1.07,u,3,91,2023-08-10,0.0,625,247,8,12506,0,29200,37,0.0,1.9,Aarons,0
3,1999-02-14,1,294,True,True,100,100,5,0.24,200785,None,,0,0,-1,1,247.9,172,117,None,,0,3,2.3,1.3,2,0.69,0.03,1.96,0.09,1.27,28.99,1.4,0.06,Tyler,1.8,210,93,30,1.44,0,False,73.2,217,109,60,False,400.6,176,72,1869,0,0,0,0,0,0,0,,2024-12-30T23:30:08.175231Z,49,250,160,p200785,0,0,None,0,,200785.jpg,2.0,295,131,0,229,False,0,0.0,Adams,0.1,523,193,False,None,20,0.96,a,3,91,2023-08-20,81.0,290,164,55,16702,165,12717,111,0.4,11.2,Adams,7
0,None,0,0,False,True,0,0,0,0,444180,None,,0,0,0,0,0.0,694,273,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jaidon,0.0,610,224,0,0,0,False,0.0,698,273,61,False,0.0,698,273,0,0,0,0,0,0,0,0,Season long loan to Burnley,2024-08-30T09:46:29.420148Z,45,391,241,p444180,0,0,None,0,,444180.jpg,0.0,703,274,0,None,False,0,0,Anthony,0.1,472,172,False,None,0,0,u,3,91,None,0.0,676,265,0,8381,0,46612,19,0.0,0.0,Anthony,0
1,1997-07-08,2,194,True,True,100,100,2,0.2,111317,None,,0,0,-1,1,286.9,151,104,None,,0,3,1.3,0.3,1,1.83,0.19,4.03,0.42,2.20,14.78,1.51,0.23,David,0.8,308,144,12,1.23,2,False,70.5,223,112,62,False,183.0,321,144,879,0,0,0,0,0,0,0,,2024-08-12T14:30:04.440536Z,49,240,152,p111317,0,0,None,0,,111317.jpg,1.8,331,152,0,244,False,0,0.0,Brooks,0.0,609,237,False,None,8,0.82,a,3,91,2018-07-01,241.0,138,87,49,9268,73,8315,41,0.2,10.0,Brooks,3
3,1995-02-22,5,435,True,True,0,0,8,0.34,158499,4,,0,0,-2,2,576.8,58,48,None,,1,3,0.0,0.0,0,2.90,0.12,5.04,0.21,2.14,30.17,1.28,0.09,Ryan,0.0,707,292,28,1.19,2,False,139.6,84,56,63,False,514.0,131,50,2114,0,0,0,0,0,0,0,Groin Injury - Expected back 01 Jun,2025-04-04T12:00:08.386754Z,48,289,187,p158499,0,0,None,0,,158499.jpg,2.6,196,80,0,243,False,0,0.0,Christie,0.1,437,151,False,None,27,1.15,i,3,91,2021-08-31,303.0,107,70,76,50833,28,63242,128,0.0,15.8,Christie,9
4,1997-02-03,3,500,True,True,0,100,5,0.15,155408,1,,0,0,0,0,727.1,31,27,2,,0,3,0.0,0.5,-1,3.76,0.11,4.70,0.14,0.94,45.25,1.37,0.03,Lewis,1.0,286,133,44,1.33,1,False,144.9,76,51,64,False,607.0,88,32,2976,0,0,0,0,0,0,0,Suspended until 30 Aug,2025-05-21T00:00:07.899357Z,50,201,122,p155408,0,0,None,0,,155408.jpg,2.3,246,104,1,241,False,0,0.0,Cook,0.1,410,140,False,None,32,0.97,s,3,91,2016-07-08,114.0,256,144,82,60654,125,60016,404,0.2,16.4,Cook,8
1,1997-05-10,4,97,True,True,0,0,2,0.55,168636,None,,0,0,-1,1,56.1,353,39,4,,0,4,0.0,0.0,0,0.26,0.07,2.99,0.81,2.73,6.38,1.74,0.74,Enes,0.0,767,76,3,0.82,2,False,35.9,337,37,65,False,104.0,390,36,330,0,0,0,0,0,0,0,Knee injury - Expected back 01 Jun,2025-01-09T16:30:08.243030Z,54,126,35,p168636,0,0,None,0,,168636.jpg,1.9,315,36,0,219,False,0,0.0,Ünal,0.1,520,70,False,None,2,0.55,i,3,91,2024-07-01,207.0,160,34,32,47231,54,47808,35,0.0,5.9,Enes Ünal,2
0,None,0,0,False,True,0,0,0,0,441240,None,,0,0,0,0,0.0,779,335,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romain,0.0,742,319,0,0,0,False,0.0,780,335,66,False,0.0,780,335,0,0,0,0,0,0,0,0,Loaned to Brest,2024-08-20T12:15:06.505689Z,50,218,137,p441240,0,0,None,0,,441240.jpg,0.0,780,335,0,None,False,0,0,Faivre,0.0,747,311,False,None,0,0,u,3,91,None,0.0,773,334,0,23,0,1460,0,0.0,0.0,Faivre,0
