assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form_rank,form_rank_type,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,10,100,100,0,56872,None,,0,0,-2,2,22.9,286,149,4,,0,3,-0.8,-0.3,0,Junior,0.2,368,167,1,0,3.9,361,161,58,False,10.0,375,164,56,,2022-10-06T13:30:06.925259Z,48,255,154,0,0,2,0,,56872.jpg,1.0,402,184,0,0,Stanislas,0.0,561,230,False,None,a,3,91,7.0,333,161,3,1482,18,9860,36,0.0,0.6,Stanislas,0
0,0,35,100,100,0,81012,None,,0,0,-1,1,24.8,281,94,None,,0,2,0.0,0.5,1,Ryan,1.0,266,91,5,0,6.9,336,122,59,False,34.6,324,125,365,,2022-09-18T23:30:06.376349Z,44,424,105,0,0,None,0,,81012.jpg,1.2,338,119,0,0,Fredericks,0.0,554,203,False,None,a,3,91,8.0,327,118,7,1515,83,3497,62,0.2,1.6,Fredericks,1
0,0,0,0,0,0,111317,None,,0,0,-2,2,0.0,636,273,None,,0,3,0.0,0.0,0,David,0.0,627,268,0,0,0.0,638,273,60,False,0.0,637,273,0,Hamstring injury - Unknown return date,2022-08-01T17:30:04.697617Z,53,147,80,0,0,None,0,,111317.jpg,0.0,637,273,0,0,Brooks,0.0,600,246,False,None,i,3,91,0.0,635,273,0,536,11,3689,17,0.0,0.0,Brooks,0
0,0,3,100,100,0,128309,None,,0,0,-3,3,0.0,632,271,None,,0,3,-1.0,-0.5,0,Jamal,0.0,622,264,0,0,0.0,635,271,61,False,0.0,634,271,1,,2022-08-25T11:30:05.802904Z,52,165,96,0,0,None,0,,128309.jpg,1.0,418,195,0,0,Lowe,0.0,551,224,False,None,a,3,91,0.0,631,271,1,928,24,4566,48,0.0,0.2,Lowe,0
0,0,72,None,None,2,128340,None,,0,0,-1,1,61.4,182,26,None,,0,4,0.2,0.7,1,Kieffer,1.2,261,35,18,1,20.3,233,34,62,False,66.6,272,28,499,,None,54,128,43,0,0,None,0,,128340.jpg,1.8,291,38,0,0,Moore,0.6,240,38,False,None,a,3,91,76.0,164,38,21,165015,369,174955,1821,0.2,3.9,Moore,0
0,0,3,None,None,0,133845,None,,-1,1,-3,3,0.0,599,251,None,,0,3,-1.0,-0.5,0,Emiliano,0.0,586,237,1,0,0.1,429,192,63,False,1.2,421,188,8,,None,47,296,182,0,0,None,0,,133845.jpg,1.0,398,180,0,0,Marcondes,0.0,584,240,False,None,a,3,91,0.0,586,243,1,739,26,2009,24,0.0,0.2,Marcondes,0
0,2,151,None,None,3,152551,None,,0,0,-1,1,55.5,191,117,None,,1,3,1.8,2.3,1,Jefferson,2.8,124,48,25,2,36.4,121,77,64,False,185.8,91,39,1080,,None,49,228,134,1,0,None,0,,152551.jpg,2.9,154,57,0,0,Lerma Solís,0.6,234,76,False,None,a,3,91,124.0,110,70,35,120699,600,127168,1923,0.6,7.1,Lerma,2
0,0,20,None,None,0,154131,None,,0,0,-2,2,5.6,344,127,None,,0,2,-0.6,-0.1,0,Jack,0.4,326,112,4,0,2.4,377,137,65,False,18.2,352,133,113,,None,43,504,143,0,0,None,0,,154131.jpg,0.6,441,159,0,0,Stacey,0.0,508,183,False,None,a,3,91,0.0,471,197,3,1553,75,4266,71,0.1,0.7,Stacey,1
4,6,115,100,100,3,154566,None,,0,0,-2,2,78.1,157,22,None,,2,4,4.0,4.5,1,Dominic,5.0,31,3,11,2,51.6,66,14,66,False,169.4,114,10,807,,2022-08-14T00:00:05.733898Z,58,81,31,0,0,1,0,,154566.jpg,4.4,47,9,0,0,Solanke,3.5,91,10,False,None,a,3,91,272.0,34,13,44,507001,14638,252773,20532,0.9,7.6,Solanke,0
1,1,148,None,None,2,155408,2,,0,0,-1,1,181.8,53,42,None,,0,3,1.2,1.7,2,Lewis,2.2,173,71,20,0,35.8,128,81,67,False,151.2,145,60,922,,None,49,229,135,0,0,None,0,,155408.jpg,2.3,224,88,0,0,Cook,0.1,446,170,False,None,a,3,91,23.0,285,148,28,8149,98,8468,291,0.4,5.7,Cook,0
0,0,18,100,100,1,156687,None,,0,0,-1,1,2.5,367,173,None,,0,3,-1.0,-0.5,0,Ben,0.0,506,187,7,0,2.4,379,168,68,False,13.8,364,159,210,,2022-08-27T20:00:06.364295Z,44,436,232,0,0,None,0,,156687.jpg,1.5,313,138,0,0,Pearson,0.2,351,128,False,None,a,3,91,7.0,332,160,6,51391,290,63653,304,0.0,1.4,Pearson,1
0,2,86,None,None,1,158499,None,,0,0,-2,2,101.3,131,89,3,,0,3,2.0,2.5,1,Ryan,3.0,109,42,16,1,41.2,102,68,69,False,113.4,190,79,704,,None,53,151,84,0,0,None,0,,158499.jpg,2.2,239,98,0,0,Christie,0.1,474,185,False,None,a,3,91,197.0,58,35,26,4842,108,7599,223,0.6,4.9,Christie,1
1,5,162,None,None,3,168991,None,,0,0,-2,2,119.2,109,77,2,,0,3,3.4,3.9,2,Philip,4.4,42,18,17,3,48.5,76,52,70,False,248.4,45,18,897,,None,53,152,85,0,0,None,0,,168991.jpg,3.9,71,32,0,0,Billing,1.4,149,52,False,None,a,3,91,117.0,117,73,47,212630,2970,86507,13257,0.8,8.9,Billing,1
0,4,182,None,None,3,223911,None,,0,0,-1,1,14.5,311,109,None,,0,2,1.0,1.5,0,Chris,2.0,185,66,24,0,28.6,178,43,71,False,244.4,50,11,1071,,None,44,455,125,1,0,None,0,,223911.jpg,2.0,255,97,0,0,Mepham,0.2,366,133,False,None,a,3,91,27.0,270,81,24,23422,314,20334,555,0.5,5.5,Mepham,4
0,0,79,None,None,1,229600,None,,0,0,-2,2,0.0,515,51,None,,0,1,-0.8,-0.3,1,Mark,0.2,354,21,17,0,11.0,309,22,72,False,109.0,195,22,405,,None,43,525,29,0,0,None,0,,229600.jpg,1.8,281,24,0,14,Travers,0.4,286,40,False,None,a,3,91,0.0,481,42,9,25807,221,41017,514,0.0,2.1,Travers,0
2,3,109,0,0,2,235530,None,,0,0,-1,1,40.3,222,61,None,,1,2,0.0,0.0,0,Lloyd,0.0,514,210,9,0,18.1,249,78,73,False,135.6,165,62,450,Ankle injury - Unknown return date,2022-09-18T23:30:06.392801Z,44,459,127,0,0,None,0,,235530.jpg,4.6,37,6,0,0,Kelly,0.6,232,87,False,None,i,3,91,4.0,344,125,23,115296,9,156922,1726,0.0,5.2,Kelly,0
0,0,3,None,None,0,244085,None,,0,0,-3,3,0.5,392,186,None,,0,3,-0.8,-0.3,0,Siriki,0.2,366,165,0,0,0.5,414,182,74,False,4.0,401,176,7,,None,47,304,186,0,0,None,0,,244085.jpg,1.0,399,181,0,0,Dembélé,0.1,451,174,False,None,a,3,91,0.0,590,245,1,3242,103,8896,113,0.0,0.2,Dembélé,0
0,1,46,None,None,0,444180,3,,0,0,-2,2,16.5,305,155,None,,0,3,-0.4,0.1,1,Jaidon,0.6,314,146,11,1,14.4,284,131,75,False,67.4,270,117,215,,None,53,160,91,0,0,None,0,,444180.jpg,1.9,275,115,0,0,Anthony,0.1,465,182,False,None,a,3,91,58.0,190,115,15,4982,72,9725,178,0.1,2.8,Anthony,0
1,1,114,100,100,3,447932,None,,0,0,-1,1,96.5,137,31,None,,0,2,0.6,1.1,1,Jordan,1.6,221,80,16,0,22.9,221,65,76,False,117.4,184,69,606,,2022-08-14T00:00:05.742682Z,44,470,131,0,0,None,0,,447932.jpg,2.7,177,66,0,0,Zemura,0.2,342,124,False,None,a,3,91,18.0,297,98,24,30526,88,27449,903,0.4,5.5,Zemura,1
0,0,0,None,None,0,444172,None,,0,0,0,0,0.0,474,40,None,,0,1,-1.0,-0.5,0,Will,0.0,442,52,0,0,0.0,491,54,77,False,0.0,490,54,0,,None,40,593,50,0,0,None,0,,444172.jpg,0.0,502,55,0,0,Dennis,0.5,256,37,False,None,a,3,91,0.0,425,31,0,17065,375,32938,633,0.0,0.0,Dennis,0
0,0,13,100,100,0,88900,None,,0,0,-2,2,2.5,366,136,None,,0,2,-1.0,-0.5,0,Jack,0.0,477,190,2,0,1.7,388,141,404,False,14.2,363,138,47,,2022-10-18T09:30:07.806355Z,43,496,138,0,0,None,0,,88900.jpg,0.7,437,156,0,0,Stephens,0.0,510,185,False,None,a,3,91,0.0,465,193,2,1299,55,3959,60,0.0,0.5,Stephens,0
0,0,2,100,100,0,156685,None,,0,0,-1,1,0.3,403,193,None,,0,3,-0.8,-0.3,0,Joe,0.2,373,170,0,0,0.0,621,261,505,False,0.0,620,261,13,,2022-07-31T23:30:04.384595Z,49,230,136,0,0,None,0,,156685.jpg,1.0,410,190,0,0,Rothwell,0.0,627,262,False,None,a,3,91,0.0,611,259,1,412,13,862,8,0.0,0.2,Rothwell,0
0,0,105,None,None,3,201658,1,,0,0,-1,1,199.6,44,36,1,,0,3,1.2,1.7,2,Marcus,2.2,174,72,25,0,46.3,82,57,535,False,106.8,203,85,1037,,None,49,237,142,0,0,None,0,,201658.jpg,2.2,235,94,0,0,Tavernier,0.1,422,157,False,None,a,3,91,157.0,80,51,26,15754,95,16259,404,0.4,5.3,Tavernier,1
0,0,0,None,None,0,463981,None,,0,0,-1,1,0.0,542,221,None,,0,2,-1.0,-0.5,0,James,0.0,525,214,0,0,0.0,551,221,539,False,0.0,548,221,0,,None,44,478,134,0,0,None,0,,463981.jpg,0.0,559,220,0,0,Hill,0.0,524,193,False,None,a,3,91,0.0,518,216,0,1245,27,3154,43,0.0,0.0,Hill,0
0,1,136,None,None,2,69752,None,,0,0,0,0,0.0,550,56,None,,1,1,2.0,2.5,1,Norberto,3.0,102,17,8,0,17.8,254,19,574,False,177.4,101,18,675,,None,45,324,16,0,0,None,0,,69752.jpg,3.1,131,20,0,23,Murara Neto,0.4,287,41,False,None,a,3,91,0.0,529,47,25,49521,611,29316,1758,0.7,5.6,Neto,2
0,3,113,None,None,1,221466,None,,0,0,0,0,28.7,262,83,None,,1,2,2.0,2.5,1,Marcos,3.0,103,31,18,0,19.6,239,72,576,False,155.4,138,48,671,,None,45,363,85,0,0,None,0,,221466.jpg,1.8,285,105,0,0,Senesi,0.1,396,145,False,None,a,3,91,12.0,314,109,16,17965,367,9499,661,0.7,3.6,Senesi,0
0,0,0,0,0,0,461017,None,,0,0,0,0,0.0,579,60,None,,0,4,0.0,0.0,0,Christian,0.0,561,57,0,0,0.0,586,61,597,False,0.0,584,60,0,Season-long loan to Shrewsbury Town,2022-09-02T11:14:05.222430Z,45,390,63,0,0,None,0,,461017.jpg,0.0,592,61,0,0,Saydee,0.0,566,69,False,None,u,3,91,0.0,564,61,0,4958,0,5253,38,0.0,0.0,Saydee,0
0,0,3,0,0,0,518906,None,,0,0,0,0,0.0,492,198,None,,0,2,0.0,0.0,0,Owen,0.0,460,180,1,0,0.0,509,203,598,False,0.2,429,162,8,Season-long loan to Yeovil Town,2022-09-06T08:38:30.273520Z,40,612,208,0,0,None,0,,518906.jpg,1.0,354,127,0,0,Bevan,0.0,513,187,False,None,u,3,91,0.0,443,180,1,6869,0,6009,86,0.0,0.2,Bevan,0
0,0,99,0,0,2,61810,None,,0,0,-2,2,1.4,379,139,None,,0,2,0.0,0.0,0,Pontus,1.2,252,87,10,0,11.0,308,104,78,False,97.2,227,84,513,Hamstring injury - Expected back 26 Dec,2022-10-01T18:00:06.813642Z,43,491,136,0,0,None,0,,61810.jpg,2.7,175,64,0,0,Jansson,0.5,248,89,False,None,i,4,94,10.0,319,113,16,34640,16,180479,2093,0.3,3.7,Jansson,0
0,1,60,50,0,1,128295,None,,0,0,-2,2,29.9,259,141,None,,0,3,0.0,0.0,0,Christian,0.0,628,269,6,1,17.8,255,120,79,False,75.8,258,114,309,Achilles injury - 50% chance of playing,2022-09-02T11:00:06.696259Z,53,150,83,0,0,None,0,,128295.jpg,3.8,76,34,0,0,Nørgaard,0.1,403,146,False,None,d,4,94,73.0,168,102,15,24863,10,46494,201,0.0,2.8,Nørgaard,0
2,11,244,None,None,4,144485,None,,1,-1,5,-5,195.3,46,3,1,,2,4,4.4,4.4,2,Ivan,4.4,44,7,21,8,100.2,11,6,80,True,363.6,6,4,1080,,None,75,29,14,0,0,1,0,,144485.jpg,5.8,12,6,0,0,Toney,27.9,9,3,False,None,a,4,94,441.0,11,7,69,4056679,101475,1917850,55339,0.6,9.2,Toney,4
0,7,269,None,None,4,154561,None,,0,0,1,-1,10.0,331,6,None,,0,1,5.6,5.6,2,David,5.6,20,4,21,0,37.8,115,2,81,False,367.2,5,2,1080,,None,46,309,14,0,0,None,0,,154561.jpg,4.4,44,7,0,51,Raya Martin,7.9,49,9,False,None,a,4,94,0.0,584,54,53,686420,20430,427407,8623,1.2,11.5,Raya,0
0,0,7,100,100,0,174932,None,,0,0,0,0,12.7,318,113,None,,0,2,0.4,0.4,1,Sergi,0.4,344,119,1,0,1.6,392,144,82,False,2.8,408,154,55,,2022-07-05T15:30:04.130646Z,50,193,22,0,0,None,0,,174932.jpg,1.0,414,148,0,0,Canós Tenés,0.1,438,162,False,None,a,4,94,0.0,620,230,2,14186,872,8600,614,0.1,0.4,Canós,0
0,0,98,None,None,1,183656,4,,-1,1,-2,2,65.4,175,110,None,,0,3,1.0,1.0,1,Josh,1.0,265,120,10,2,27.6,187,104,83,False,125.4,174,72,516,,None,43,511,267,0,0,4,0,,183656.jpg,2.2,229,91,0,0,Dasilva,4.6,74,27,False,None,a,4,94,86.0,147,93,26,1397142,5756,1164059,23476,0.2,6.0,Dasilva,1
0,0,68,100,100,2,191866,None,,0,0,0,0,6.4,339,124,None,,0,2,2.4,2.4,0,Kristoffer,2.4,158,54,12,0,7.8,331,119,84,False,51.2,295,114,420,,2022-07-09T23:30:03.939569Z,45,347,76,0,0,None,0,,191866.jpg,2.6,186,72,0,0,Ajer,0.1,424,157,False,None,a,4,94,19.0,293,94,13,12294,602,6638,537,0.5,2.9,Ajer,0
1,0,158,None,None,4,194010,None,,0,0,0,0,118.3,112,23,None,,0,2,3.6,3.6,0,Rico,3.6,71,21,21,0,35.6,129,23,85,False,158.4,134,46,1076,,None,45,349,78,0,0,None,0,,194010.jpg,2.9,151,57,0,0,Henry,1.2,160,56,False,None,a,4,94,78.0,162,27,35,187840,3989,141350,2765,0.8,7.8,Henry,0
1,3,153,None,None,3,204580,None,,0,0,0,0,88.0,143,97,None,,0,3,2.4,2.4,2,Vitaly,2.4,164,68,15,1,38.9,110,72,86,False,174.6,107,48,792,,None,55,116,63,0,0,None,0,,204580.jpg,2.8,168,65,0,0,Janelt,0.1,387,139,False,None,a,4,94,126.0,108,69,34,25173,456,22048,746,0.4,6.2,Janelt,0
0,0,15,None,None,0,205836,None,,0,0,-2,2,2.5,369,175,None,,0,3,0.6,0.6,0,Saman,0.6,305,141,2,0,0.4,416,184,87,False,1.6,419,187,29,,None,48,278,172,0,0,None,0,,205836.jpg,1.0,406,187,0,0,Ghoddos,0.0,557,228,False,None,a,4,94,0.0,602,255,5,1346,20,2470,44,0.1,1.0,Ghoddos,0
2,3,154,None,None,4,207283,1,,-1,1,-1,1,305.4,13,10,2,,1,3,2.4,2.4,2,Mathias,2.4,161,66,20,1,55.7,56,39,88,False,202.0,77,32,916,,None,49,239,144,0,0,None,0,,207283.jpg,3.2,121,47,0,0,Jensen,2.0,124,44,False,None,a,4,94,48.0,213,122,39,550321,1602,410851,11711,0.5,8.0,Jensen,1
1,1,74,None,None,1,216646,None,,0,0,-1,1,35.0,240,136,None,,0,3,1.4,1.4,1,Yoane,1.4,245,109,7,2,27.0,193,105,89,False,107.4,201,84,456,,None,54,134,73,0,0,None,0,,216646.jpg,2.5,202,78,0,0,Wissa,0.2,339,122,False,None,a,4,94,133.0,101,64,30,46722,190,48468,1233,0.3,5.6,Wissa,1
0,0,53,100,100,2,226956,None,,0,0,-2,2,42.3,218,58,None,,0,2,1.4,1.4,0,Mads,1.4,236,84,3,0,10.0,316,110,90,False,39.8,311,121,244,,2022-08-24T16:30:05.907130Z,43,524,158,0,0,None,0,,226956.jpg,3.2,116,41,0,0,Roerslev Rasmussen,0.1,483,175,False,None,a,4,94,18.0,296,97,13,2936,144,4313,153,0.3,3.0,Roerslev,0
0,0,9,0,0,0,228044,None,,0,0,0,0,0.2,408,154,None,,0,2,0.0,0.0,0,Mads,0.0,548,219,0,0,0.2,425,160,91,False,2.6,409,155,17,Season-long loan to Nice,2022-09-02T10:45:40.543006Z,45,368,89,0,0,None,0,,228044.jpg,1.0,391,145,0,0,Bech Sørensen,0.0,530,195,False,None,u,4,94,0.0,549,223,3,1768,0,6573,42,0.0,0.7,Bech,0
0,1,66,100,100,2,231065,None,,0,0,-1,1,3.3,358,132,None,,0,2,2.2,2.2,0,Ethan,2.2,168,57,9,0,10.4,314,108,92,False,71.0,263,99,360,,2022-07-22T23:00:04.442209Z,44,457,126,1,0,None,0,,231065.jpg,2.8,161,61,0,0,Pinnock,0.0,518,190,False,None,a,4,94,30.0,267,78,11,3988,686,2888,221,0.5,2.5,Pinnock,0
1,0,41,None,None,1,428580,None,,0,0,-2,2,48.3,204,123,None,,0,3,2.0,2.0,1,Frank,2.0,188,76,6,0,13.3,293,136,93,False,45.8,300,130,297,,None,48,285,175,0,0,None,0,,428580.jpg,1.6,308,135,0,0,Onyeka,0.0,519,206,False,None,a,4,94,38.0,241,130,14,3174,117,4245,159,0.4,2.9,Onyeka,0
1,0,83,None,None,1,432160,None,,0,0,0,0,91.9,141,95,None,,0,3,1.4,1.4,1,Shandon,1.4,240,105,6,0,19.3,241,118,94,False,60.4,278,120,423,,None,45,374,205,0,0,None,0,,432160.jpg,1.5,315,139,0,0,Baptiste,0.3,300,107,False,None,a,4,94,39.0,238,128,18,35592,352,38337,1090,0.3,4.0,Baptiste,1
0,2,120,None,None,4,446008,2,,0,0,-2,2,169.5,60,6,3,,0,4,2.0,2.0,2,Bryan,2.0,196,26,19,2,61.4,43,9,95,False,120.0,180,17,884,,None,58,83,33,0,0,2,0,,446008.jpg,2.8,170,21,0,0,Mbeumo,1.5,145,21,False,None,a,4,94,326.0,25,10,34,292848,2459,400338,6709,0.3,5.9,Mbeumo,0
0,0,0,None,None,0,213687,None,,0,0,-1,1,0.0,433,166,None,,0,2,0.0,0.0,0,Charlie,0.0,397,144,0,0,0.0,451,171,96,False,0.0,450,173,0,,None,39,632,220,0,0,None,0,,213687.jpg,0.0,461,170,0,0,Goode,0.6,227,86,False,None,a,4,94,0.0,382,146,0,44862,819,50913,1094,0.0,0.0,Goode,0
0,0,0,0,0,0,216620,None,,0,0,0,0,0.0,562,55,None,,0,4,0.0,0.0,0,Marcus,0.0,544,52,0,0,0.0,570,57,97,False,0.0,567,55,0,Transferred to Middlesbrough,2022-07-28T16:30:04.354162Z,45,359,58,0,0,None,0,,216620.jpg,0.0,577,57,0,0,Forss,0.1,485,64,False,None,u,4,94,0.0,545,57,0,0,0,12051,73,0.0,0.0,Forss,0
0,0,0,0,0,0,232247,None,,0,0,0,0,0.0,467,182,None,,0,2,0.0,0.0,0,Dominic,0.0,433,162,0,0,0.0,484,187,98,False,0.0,483,189,0,Transferred to Blackpool,2022-07-25T23:00:04.235293Z,40,584,189,0,0,None,0,,232247.jpg,0.0,495,187,0,0,Thompson,0.0,573,210,False,None,u,4,94,0.0,417,163,0,0,0,2605,18,0.0,0.0,Thompson,0
0,0,0,0,0,0,481405,None,,0,0,0,0,0.0,582,237,None,,0,3,0.0,0.0,0,Mads,0.0,564,221,0,0,0.0,589,235,99,False,0.0,587,234,0,Season-long loan to FC Nordsjælland,2022-07-15T15:58:39.010980Z,45,395,214,0,0,None,0,,481405.jpg,0.0,595,242,0,0,Bidstrup,0.0,645,275,False,None,u,4,94,0.0,568,229,0,0,0,130,0,0.0,0.0,Bidstrup,0
0,0,0,0,0,0,235448,None,,0,0,0,0,0.0,469,37,None,,0,1,0.0,0.0,0,Ellery,0.0,435,49,0,0,0.0,486,51,100,False,0.0,485,51,0,Joined Crawley Town on loan - Expected back 01 Jul,2022-07-31T21:00:04.294454Z,40,586,47,0,0,None,0,,235448.jpg,0.0,497,52,0,0,Balcombe,0.1,454,53,False,None,u,4,94,0.0,419,28,0,0,0,7720,94,0.0,0.0,Balcombe,0
1,0,90,0,0,1,472713,None,,-1,1,-1,1,30.0,258,80,None,,0,2,0.0,0.0,0,Aaron,0.6,310,104,15,0,17.4,259,83,510,False,98.8,221,80,680,Ankle injury - Expected back 26 Dec,2022-10-15T08:30:07.252956Z,49,249,35,0,0,None,0,,472713.jpg,1.4,323,116,0,0,Hickey,0.3,308,109,False,None,i,4,94,45.0,221,53,13,38607,26,52856,1705,0.1,2.7,Hickey,4
1,0,22,100,100,0,249231,None,,0,0,-3,3,47.1,209,126,None,,0,3,0.0,0.0,0,Keane,0.0,623,265,3,0,18.6,244,119,515,False,35.4,321,138,208,,2022-09-18T20:00:06.801943Z,52,169,99,0,0,None,0,,249231.jpg,1.8,289,123,0,0,Lewis-Potter,0.1,492,192,False,None,a,4,94,104.0,124,77,9,2944,26,10274,100,0.0,1.7,Lewis-Potter,0
0,0,0,0,0,0,140200,None,,0,0,-2,2,0.0,512,50,None,,0,1,0.0,0.0,0,Thomas,0.0,481,61,0,0,0.0,526,63,517,False,0.0,523,63,0,Ankle injury - Expected back 26 Dec,2022-10-13T14:00:07.122312Z,43,502,28,0,0,None,0,,140200.jpg,0.0,532,63,0,0,Strakosha,0.1,385,49,False,None,i,4,94,0.0,470,41,0,4303,28,14594,325,0.0,0.0,Strakosha,0
0,3,177,None,None,4,51927,None,,0,0,0,0,8.3,336,121,None,,1,2,4.0,4.0,0,Ben,4.0,53,15,15,1,33.1,144,29,526,False,222.4,60,15,938,,None,45,317,57,0,0,None,0,,51927.jpg,3.6,84,27,0,0,Mee,4.1,83,28,False,None,a,4,94,98.0,130,17,40,646185,15703,344829,12438,0.9,8.9,Mee,1
0,0,0,0,0,0,450550,None,,0,0,0,0,0.0,478,188,None,,0,2,0.0,0.0,0,Fin,0.0,446,170,0,0,0.0,495,193,540,False,0.0,494,195,0,Season-long loan to Swansea City,2022-09-02T11:06:34.494373Z,40,597,197,0,0,None,0,,450550.jpg,0.0,506,193,0,0,Stevens,0.2,369,135,False,None,u,4,94,0.0,429,170,0,11638,0,25130,228,0.0,0.0,Stevens,0
1,0,11,0,0,0,434662,None,,0,0,0,0,0.0,570,57,None,,0,4,0.0,0.0,0,Halil,0.0,553,54,0,0,1.0,397,51,541,False,0.0,575,57,6,Season-long loan to Burnley,2022-09-02T11:13:18.538417Z,45,377,60,0,0,None,0,,434662.jpg,4.0,64,11,0,0,Dervişoğlu,0.8,213,33,False,None,u,4,94,10.0,321,50,4,271681,0,318634,2071,0.0,0.9,Dervişoğlu,0
0,0,37,None,None,1,440089,3,,0,0,-3,3,63.4,178,112,None,,0,3,1.0,1.0,1,Mikkel,1.0,275,125,2,0,14.7,280,128,580,False,32.6,327,140,176,,None,52,171,101,0,0,None,0,,440089.jpg,1.1,348,157,0,0,Damsgaard,0.1,450,173,False,None,a,4,94,51.0,206,120,8,22068,81,20840,287,0.2,1.5,Damsgaard,1
0,0,66,None,None,1,48760,None,,0,0,0,0,14.5,310,108,None,,0,2,1.4,1.4,0,Mathias,1.4,235,83,7,0,9.3,323,114,595,False,58.0,282,108,356,,None,40,562,178,0,0,None,0,,48760.jpg,2.0,251,94,0,0,Jorgensen,1.1,168,60,False,None,a,4,94,19.0,292,93,12,166376,4697,69444,3399,0.4,3.0,Zanka,0
0,0,0,None,None,0,591357,None,,0,0,0,0,0.0,597,249,None,,0,3,0.0,0.0,0,Ryan,0.0,582,235,0,0,0.0,604,247,632,False,0.0,603,247,0,,None,45,413,228,0,0,None,0,,591357.jpg,0.0,609,253,0,0,Trevitt,0.0,621,259,False,None,a,4,94,0.0,583,241,0,789,44,491,41,0.0,0.0,Trevitt,0
0,0,0,None,None,0,503300,None,,0,0,0,0,0.0,487,44,None,,0,1,0.0,0.0,0,Matthew,0.0,455,56,0,0,0.0,504,58,633,False,0.0,502,58,0,,None,40,606,54,0,0,None,0,,503300.jpg,0.0,514,59,0,0,Cox,0.0,563,60,False,None,a,4,94,0.0,438,35,0,2864,181,1281,79,0.0,0.0,Cox,0
0,0,0,None,None,0,592661,None,,0,0,0,0,0.0,494,200,None,,0,2,1.3,1.3,0,Tristan,0.0,462,182,0,0,0.0,511,205,646,False,0.0,508,205,0,,None,40,614,210,0,0,None,0,,592661.jpg,0.0,520,203,0,0,Crama,0.0,644,232,False,None,a,4,94,0.0,445,182,0,61,61,5,5,0.0,0.0,Crama,0
0,0,58,75,100,3,39155,None,,0,0,-1,1,116.5,114,80,None,,0,3,0.7,0.4,1,Adam,1.4,241,106,3,0,25.5,203,108,101,False,49.8,296,127,353,Knock - 75% chance of playing,2022-10-22T21:00:07.237051Z,49,215,128,0,0,None,0,,39155.jpg,1.9,272,113,0,0,Lallana,0.1,431,161,False,None,d,5,36,87.0,144,90,15,17957,60,27718,441,0.3,3.1,Lallana,0
0,0,0,None,None,0,49262,None,,0,0,0,0,0.0,449,26,None,,0,1,-0.5,-1.0,0,Jason,0.0,413,38,0,0,0.0,466,40,102,False,0.0,465,40,0,,None,40,563,36,0,0,None,0,,49262.jpg,0.0,476,41,0,0,Steele,0.7,226,35,False,None,a,5,36,0.0,398,17,0,21627,168,43424,927,0.0,0.0,Steele,0
4,2,91,None,None,4,50175,None,,0,0,0,0,175.5,57,5,None,,0,4,2.1,1.6,2,Danny,2.6,149,19,12,0,64.6,33,8,103,False,95.0,229,24,912,,None,65,53,25,0,0,None,0,,50175.jpg,3.2,128,14,0,0,Welbeck,1.3,152,22,False,None,a,5,36,375.0,17,8,35,330618,1806,300774,8854,0.4,5.4,Welbeck,0
2,6,197,None,None,4,60307,1,,0,0,2,-2,371.5,5,4,None,,2,3,1.5,1.0,1,Pascal,2.0,194,82,14,3,86.7,17,11,104,False,256.0,39,16,922,,None,57,84,41,0,0,2,0,,60307.jpg,4.7,35,16,0,0,Groß,15.5,24,10,False,None,a,5,36,239.0,45,27,52,3422930,8976,2207653,143532,0.4,9.1,Groß,1
0,4,181,None,None,4,83299,None,,0,0,2,-2,19.0,300,104,None,,0,2,2.1,1.6,1,Lewis,2.6,135,49,14,0,24.8,211,59,106,False,166.4,119,36,990,,None,47,291,45,1,0,None,0,,83299.jpg,3.2,119,42,0,0,Dunk,5.5,63,22,False,None,a,5,36,64.0,178,31,35,785757,7971,456429,11258,0.6,7.4,Dunk,0
4,1,139,None,None,4,109345,2,,0,0,0,0,218.6,33,27,None,,0,3,3.1,2.6,5,Solly,3.6,74,29,14,0,70.9,27,19,107,False,169.4,112,52,947,,None,50,187,108,0,0,None,0,,109345.jpg,3.5,96,40,0,0,March,0.5,249,84,False,None,a,5,36,321.0,26,16,38,107215,2222,75536,2224,0.7,7.6,March,1
