season,code,web_name,position,team_name,total_points,now_cost_m,selected_by_percent,minutes,archetype_id,archetype_name,local_cluster,viz_x,viz_y,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,clean_sheets,goals_conceded,expected_goals_conceded,saves,bonus,bps,yellow_cards,red_cards,influence,creativity,threat,ict_index,points_per_90,goals_per_90,assists_per_90,xg_per_90,xa_per_90,xgi_per_90
2023-24,437730,Semenyo,FWD,Bournemouth,107,4.5,2.0,2099,1,Premium attacker,4,12.169263,8.762335,8,4,4.69,2.19,6.87,8,33,34.41,0,14,363,6,0,506.8,411.2,748.0,166.8,4.587898999523582,0.3430204859456884,0.1715102429728442,0.2010957598856598,0.0939018580276322,0.2945688423058599
2023-24,486385,Beto,FWD,Everton,50,5.7,0.1,943,1,Premium attacker,4,12.218799,9.848306,3,0,6.46,0.3,6.76,2,20,18.11,0,3,105,2,0,158.8,139.6,425.0,71.3,4.7720042417815485,0.2863202545068929,0.0,0.616542948038176,0.0286320254506892,0.6451749734888653
2023-24,487117,Ferguson,FWD,Brighton,69,5.7,3.5,1356,1,Premium attacker,4,12.212915,9.8395605,6,1,4.49,0.77,5.26,2,28,22.16,0,5,218,1,0,275.0,106.7,393.0,77.3,4.579646017699115,0.3982300884955752,0.0663716814159292,0.2980088495575221,0.0511061946902654,0.3491150442477876
2023-24,492831,Amdouni,FWD,Burnley,85,5.1,0.2,1953,1,Premium attacker,4,11.580127,9.333889,5,1,5.55,1.22,6.77,5,41,35.7,0,11,243,2,0,372.8,246.5,509.0,112.4,3.9170506912442393,0.2304147465437788,0.0460829493087557,0.2557603686635945,0.056221198156682,0.3119815668202765
2023-24,497894,Højlund,FWD,Man Utd,112,7.1,5.6,2156,1,Premium attacker,4,12.078599,9.092754,10,2,6.97,0.96,7.93,6,35,40.64,0,14,362,2,0,480.6,345.8,648.0,147.0,4.675324675324676,0.4174397031539889,0.0834879406307977,0.2909554730983302,0.0400742115027829,0.3310296846011131
2023-24,535818,Adingra,MID,Brighton,97,5.0,0.6,2220,1,Premium attacker,4,11.375509,8.769268,6,1,4.19,3.26,7.45,4,38,36.64,0,8,330,3,0,477.6,507.8,751.0,173.4,3.932432432432433,0.2432432432432432,0.0405405405405405,0.1698648648648648,0.1321621621621621,0.302027027027027
2023-24,550839,Odobert,MID,Burnley,82,5.0,0.1,2095,1,Premium attacker,4,10.79149,8.756012,3,4,2.75,3.32,6.07,2,48,45.35,0,3,303,3,0,331.0,435.4,445.0,121.1,3.522673031026253,0.1288782816229117,0.1718377088305489,0.1181384248210023,0.1426252983293556,0.260763723150358
2023-24,54469,Smith,DEF,Bournemouth,80,4.4,0.5,2148,2,Rotation midfielder,8,5.967579,6.9624615,0,3,0.05,1.5,1.55,8,33,33.02,0,4,378,6,0,336.4,296.5,27.0,66.1,3.35195530726257,0.0,0.1256983240223463,0.0020949720670391,0.0628491620111731,0.0649441340782122
2023-24,60252,Townsend,MID,Luton,61,5.0,0.1,1197,2,Rotation midfielder,8,6.0367913,8.426063,1,4,1.48,1.8,3.28,3,27,26.2,0,3,208,1,0,221.4,293.6,148.0,65.9,4.586466165413533,0.075187969924812,0.3007518796992481,0.1112781954887218,0.1353383458646616,0.2466165413533834
2023-24,60586,Gudmundsson,MID,Burnley,48,4.8,0.0,1185,2,Rotation midfielder,8,6.0033374,8.57102,1,3,1.8,2.53,4.33,2,25,21.01,0,0,193,2,0,234.6,515.6,158.0,91.0,3.645569620253165,0.0759493670886076,0.2278481012658227,0.1367088607594936,0.1921518987341772,0.3288607594936709
2023-24,76357,Cairney,MID,Fulham,70,4.9,0.0,1472,2,Rotation midfielder,8,6.173505,8.404039,1,6,1.03,2.58,3.61,4,27,29.53,0,2,346,3,0,335.2,407.2,170.0,90.9,4.279891304347826,0.061141304347826,0.3668478260869565,0.0629755434782608,0.1577445652173913,0.2207201086956521
2023-24,80607,Eriksen,MID,Man Utd,48,5.8,0.4,1134,2,Rotation midfielder,8,5.986332,8.485885,1,2,0.97,2.46,3.43,2,27,20.08,0,4,248,1,0,255.4,400.5,93.0,75.0,3.809523809523809,0.0793650793650793,0.1587301587301587,0.0769841269841269,0.1952380952380952,0.2722222222222222
2023-24,85955,Jorginho,MID,Arsenal,44,5.3,0.2,913,2,Rotation midfielder,8,5.648955,8.256496,0,2,0.1,1.77,1.87,4,11,8.42,0,1,182,1,0,165.4,187.8,16.0,36.8,4.337349397590362,0.0,0.1971522453450164,0.0098576122672508,0.1744797371303395,0.1843373493975903
2023-24,86417,Schlupp,MID,Crystal Palace,66,4.8,0.1,1340,2,Rotation midfielder,8,5.55671,8.209402,2,2,1.7,1.41,3.11,4,25,22.46,0,4,201,1,0,279.8,234.2,229.0,74.1,4.432835820895523,0.1343283582089552,0.1343283582089552,0.1141791044776119,0.0947014925373134,0.2088805970149254
2023-24,91651,Kovačić,MID,Man City,59,4.6,0.3,1539,2,Rotation midfielder,8,5.6078176,7.5115004,1,0,1.24,1.66,2.9,9,14,13.55,0,2,316,4,0,265.0,365.9,129.0,76.0,3.450292397660818,0.0584795321637426,0.0,0.0725146198830409,0.0970760233918128,0.1695906432748538
2023-24,108413,Hughes,MID,Crystal Palace,61,4.9,0.0,1886,2,Rotation midfielder,8,5.9310565,6.942445,0,2,0.31,1.7,2.01,8,38,30.83,0,2,252,6,0,319.2,338.6,67.0,72.3,2.9109225874867444,0.0,0.0954400848356309,0.0147932131495228,0.0811240721102863,0.0959172852598091
2023-24,114241,Toffolo,DEF,Nott'm Forest,52,4.4,0.1,1452,2,Rotation midfielder,8,5.944271,7.8034678,1,3,1.1,1.14,2.24,2,29,23.83,0,3,263,3,0,355.0,268.4,171.0,79.3,3.2231404958677685,0.0619834710743801,0.1859504132231405,0.0681818181818181,0.0706611570247933,0.1388429752066115
2023-24,114283,Grealish,MID,Man City,50,7.2,1.5,998,2,Rotation midfielder,8,5.818869,8.790625,3,1,2.17,2.69,4.86,3,13,12.58,0,6,199,6,0,240.4,384.1,295.0,91.9,4.509018036072145,0.2705410821643286,0.0901803607214428,0.195691382765531,0.2425851703406813,0.4382765531062125
2023-24,115556,Davies,DEF,Spurs,34,4.3,0.4,1085,2,Rotation midfielder,8,5.520067,8.089901,1,2,2.34,0.57,2.91,1,21,22.43,0,0,216,2,0,294.8,81.0,124.0,50.3,2.8202764976958528,0.0829493087557603,0.1658986175115207,0.1941013824884792,0.0472811059907834,0.2413824884792627
2023-24,153366,Reed,MID,Fulham,47,4.3,0.3,1317,2,Rotation midfielder,8,5.4544854,7.753855,0,2,0.29,1.49,1.78,6,23,25.65,0,0,205,6,0,213.8,212.6,45.0,47.2,3.2118451025056944,0.0,0.1366742596810934,0.0198177676537585,0.1018223234624145,0.1216400911161731
2023-24,166989,Tielemans,MID,Aston Villa,77,5.6,0.4,1613,2,Rotation midfielder,8,6.2323575,8.329823,2,6,1.24,1.98,3.22,4,27,31.07,0,2,318,3,0,369.2,325.4,136.0,83.3,4.296342219466832,0.1115933044017358,0.3347799132052076,0.0691878487290762,0.1104773713577185,0.1796652200867948
2023-24,171287,Gomez,DEF,Liverpool,76,4.5,1.3,1772,2,Rotation midfielder,8,5.678916,7.438295,0,2,1.02,1.07,2.09,7,19,27.08,0,2,390,5,0,316.0,338.3,119.0,77.7,3.860045146726862,0.0,0.1015801354401805,0.0518058690744921,0.0543453724604966,0.1061512415349887
2023-24,180974,Joelinton,MID,Newcastle,45,5.8,0.4,1276,2,Rotation midfielder,8,5.308456,8.714455,2,1,2.82,1.09,3.91,3,23,25.3,0,3,209,6,0,295.2,314.9,206.0,81.6,3.17398119122257,0.1410658307210031,0.0705329153605015,0.1989028213166144,0.0768808777429467,0.2757836990595611
2023-24,202993,Bentancur,MID,Spurs,32,5.4,0.0,997,2,Rotation midfielder,8,5.106974,8.729688,1,1,2.01,1.05,3.06,1,25,19.98,0,0,153,7,0,193.0,174.9,156.0,52.1,2.888665997993982,0.0902708124373119,0.0902708124373119,0.1814443329989969,0.0947843530591775,0.2762286860581745
2023-24,204214,Estupiñan,DEF,Brighton,57,4.7,14.5,1242,2,Rotation midfielder,8,6.2623196,8.502594,2,3,1.0,2.22,3.22,3,26,26.5,0,7,291,4,0,350.8,382.6,156.0,89.0,4.130434782608696,0.144927536231884,0.217391304347826,0.072463768115942,0.1608695652173913,0.2333333333333333
2023-24,215379,Anderson,MID,Newcastle,42,4.2,1.8,1018,2,Rotation midfielder,8,5.545356,8.275868,0,2,1.63,1.25,2.88,5,14,12.49,0,3,144,3,0,187.4,223.7,201.0,61.1,3.7131630648330063,0.0,0.1768172888015717,0.1441060903732809,0.1105108055009823,0.2546168958742632
2023-24,232792,Lamptey,DEF,Brighton,31,3.9,3.6,908,2,Rotation midfielder,8,5.3892965,7.862358,0,3,0.34,0.9,1.24,1,20,14.35,0,0,155,3,0,144.6,173.7,60.0,37.6,3.0726872246696035,0.0,0.2973568281938326,0.0337004405286343,0.0892070484581497,0.1229074889867841
2023-24,242453,Brown,FWD,Luton,39,4.9,0.1,1013,2,Rotation midfielder,8,5.1827927,8.541523,2,1,2.81,0.44,3.25,1,26,27.75,0,3,115,4,0,162.6,116.4,249.0,52.0,3.464955577492596,0.1776900296150049,0.0888450148075024,0.2496544916090819,0.039091806515301,0.288746298124383
2023-24,243571,Patterson,DEF,Everton,34,4.3,0.1,1000,2,Rotation midfielder,8,5.371428,7.8128104,0,2,0.34,1.03,1.37,2,21,20.6,0,3,187,4,0,207.2,138.2,26.0,37.3,3.06,0.0,0.18,0.0306,0.0927,0.1233
2023-24,247348,Muñoz,DEF,Crystal Palace,56,4.5,0.6,1440,2,Rotation midfielder,8,5.8163867,8.071089,0,4,1.26,1.26,2.52,5,22,19.71,0,3,270,4,0,331.0,265.6,119.0,71.7,3.5,0.0,0.25,0.07875,0.07875,0.1575
2023-24,250199,Dominguez,MID,Nott'm Forest,67,5.0,0.0,1489,2,Rotation midfielder,8,5.906615,7.6427593,2,2,1.3,1.14,2.44,6,27,21.2,0,6,276,4,0,340.4,176.2,187.0,70.6,4.049697783747481,0.1208865010073875,0.1208865010073875,0.0785762256548018,0.0689053055742108,0.1474815312290127
2023-24,428580,Onyeka,MID,Brentford,39,4.9,0.0,1147,2,Rotation midfielder,8,5.184135,8.587662,1,2,2.09,1.44,3.53,1,27,21.94,0,0,150,8,0,259.0,178.3,189.0,62.6,3.060156931124673,0.07846556233653,0.1569311246730601,0.1639930252833478,0.1129904097646033,0.2769834350479511
2023-24,437742,Sambi,MID,Luton,47,4.9,0.0,1304,2,Rotation midfielder,8,5.7089705,7.638771,1,3,0.55,0.79,1.34,2,31,25.2,0,4,231,4,0,289.8,154.9,56.0,49.9,3.2438650306748467,0.0690184049079754,0.2070552147239264,0.0379601226993865,0.0545245398773006,0.0924846625766871
2023-24,440854,Kiwior,DEF,Arsenal,67,4.0,0.6,942,2,Rotation midfielder,8,5.6765475,8.211816,1,3,0.74,0.6,1.34,6,8,5.15,0,1,260,1,0,228.8,106.9,90.0,42.7,6.401273885350318,0.0955414012738853,0.286624203821656,0.0707006369426751,0.0573248407643312,0.1280254777070063
2023-24,441266,Gravenberch,MID,Liverpool,45,5.0,0.1,1110,2,Rotation midfielder,8,4.83095,7.824381,1,0,2.08,1.35,3.43,3,17,15.05,0,3,176,0,0,187.0,229.4,198.0,61.5,3.6486486486486487,0.081081081081081,0.0,0.1686486486486486,0.1094594594594594,0.2781081081081081
2023-24,467169,Antony,MID,Man Utd,47,6.8,0.6,1311,2,Rotation midfielder,8,5.4950113,8.777176,1,1,3.38,1.83,5.21,3,26,25.18,0,0,184,5,0,247.8,327.7,347.0,91.8,3.2265446224256293,0.068649885583524,0.068649885583524,0.2320366132723112,0.1256292906178489,0.3576659038901602
2023-24,487702,Koleosho,MID,Burnley,40,4.8,0.0,972,2,Rotation midfielder,8,5.543955,8.261008,1,2,1.96,1.07,3.03,3,23,15.55,0,0,80,0,0,86.8,147.9,213.0,44.5,3.703703703703704,0.0925925925925926,0.1851851851851852,0.1814814814814814,0.099074074074074,0.2805555555555555
2023-24,496221,Wharton,MID,Crystal Palace,50,5.0,0.0,1296,2,Rotation midfielder,8,5.8415184,8.0017395,0,3,0.38,1.5,1.87,7,16,18.04,0,4,222,2,0,255.0,287.9,29.0,57.3,3.472222222222222,0.0,0.2083333333333333,0.0263888888888888,0.1041666666666666,0.1298611111111111
2023-24,503139,Scott,MID,Bournemouth,41,4.9,0.0,1003,2,Rotation midfielder,8,5.202591,8.068927,1,1,0.82,1.06,1.88,3,25,17.89,0,3,163,3,0,197.0,294.7,116.0,60.7,3.678963110667996,0.0897308075772681,0.0897308075772681,0.0735792622133599,0.0951146560319042,0.1686939182452642
2023-24,533463,O.Dango,MID,Bournemouth,56,4.7,0.0,1214,2,Rotation midfielder,8,5.6307845,8.525607,1,2,2.65,1.1,3.75,5,24,21.13,0,3,207,3,0,298.4,245.4,332.0,87.8,4.151565074135091,0.0741350906095551,0.1482701812191103,0.1964579901153212,0.0815485996705107,0.278006589785832
2023-24,536916,Buonanotte,MID,Brighton,57,4.7,0.1,1356,2,Rotation midfielder,8,5.3078365,8.644153,3,1,2.34,1.16,3.5,6,19,21.14,0,1,160,7,0,254.8,291.3,238.0,78.4,3.783185840707965,0.1991150442477876,0.0663716814159292,0.1553097345132743,0.0769911504424778,0.2323008849557522
2023-24,547719,Miley,MID,Newcastle,44,4.5,0.1,1203,2,Rotation midfielder,8,5.8396387,7.868936,1,3,1.22,1.08,2.3,1,29,30.2,0,1,232,1,0,237.4,192.8,136.0,56.7,3.291770573566085,0.0748129675810473,0.2244389027431421,0.0912718204488778,0.0807980049875311,0.1720698254364089
2023-24,17761,Tarkowski,DEF,Everton,117,4.6,5.4,3420,3,Attacking / ball-playing defender,5,8.5925665,6.5670443,1,1,2.55,2.66,5.21,13,51,55.64,0,10,649,11,0,915.4,269.6,320.0,150.9,3.0789473684210527,0.0263157894736842,0.0263157894736842,0.0671052631578947,0.07,0.1371052631578947
2023-24,51090,T.Silva,DEF,Chelsea,98,5.0,4.5,2525,3,Attacking / ball-playing defender,5,7.578958,6.1551785,3,1,0.73,0.58,1.31,7,45,42.72,0,12,604,4,0,797.0,138.7,165.0,110.6,3.493069306930693,0.1069306930693069,0.0356435643564356,0.026019801980198,0.0206732673267326,0.0466930693069307
2023-24,60232,Dawson,DEF,Wolves,69,4.5,0.4,2209,3,Attacking / ball-playing defender,5,7.491655,6.549486,1,1,1.58,0.42,2.0,6,38,38.47,0,6,421,7,0,611.8,108.6,222.0,94.4,2.811226799456768,0.0407424173834314,0.0407424173834314,0.0643730194658216,0.0171118153010411,0.0814848347668628
2023-24,61256,Casemiro,MID,Man Utd,58,5.3,1.9,1981,3,Attacking / ball-playing defender,2,8.122602,7.620749,1,3,3.64,1.2,4.84,5,34,40.58,0,0,323,7,0,628.4,247.9,323.0,119.9,2.635032811711257,0.0454316002019182,0.1362948006057546,0.1653710247349823,0.0545179202423018,0.2198889449772842
2023-24,78916,Burn,DEF,Newcastle,97,4.7,12.7,2725,3,Attacking / ball-playing defender,5,7.4836235,6.161998,2,2,3.35,1.12,4.47,8,45,46.22,0,4,493,4,0,656.4,153.8,286.0,109.7,3.203669724770642,0.0660550458715596,0.0660550458715596,0.1106422018348623,0.0369908256880734,0.1476330275229357
2023-24,83427,Robinson,DEF,Sheffield Utd,33,4.3,0.1,2883,3,Attacking / ball-playing defender,5,8.040474,6.7411957,1,1,1.13,0.93,2.06,1,83,62.5,0,1,375,10,0,602.8,162.1,190.0,95.7,1.0301768990634756,0.0312174817898022,0.0312174817898022,0.0352757544224765,0.0290322580645161,0.0643080124869927
2023-24,88894,Barkley,MID,Luton,101,4.5,0.9,2616,3,Attacking / ball-playing defender,2,9.663964,7.2329745,5,5,3.91,2.73,6.64,2,66,60.84,0,4,498,6,0,687.4,622.8,379.0,168.7,3.4747706422018347,0.1720183486238532,0.1720183486238532,0.1345183486238532,0.0939220183486238,0.228440366972477
2023-24,101188,Digne,DEF,Aston Villa,85,4.6,3.1,2405,3,Attacking / ball-playing defender,2,8.898923,7.442667,1,4,0.99,3.49,4.48,6,41,41.65,0,5,420,7,0,448.4,601.7,200.0,125.1,3.180873180873181,0.0374220374220374,0.1496881496881497,0.037047817047817,0.1306029106029106,0.1676507276507276
2023-24,103192,Zouma,DEF,West Ham,76,4.5,1.5,2838,3,Attacking / ball-playing defender,5,7.8669734,6.147007,3,0,1.9,0.07,1.97,3,63,59.8,0,6,444,3,0,636.8,55.1,227.0,92.0,2.4101479915433406,0.095137420718816,0.0,0.0602536997885835,0.0022198731501057,0.0624735729386892
2023-24,103914,Taylor,DEF,Burnley,47,3.9,2.7,2329,3,Attacking / ball-playing defender,2,7.5131946,7.2880125,1,1,0.25,1.66,1.91,2,46,43.78,0,1,347,8,0,395.6,275.7,59.0,73.3,1.8162301416917133,0.038643194504079,0.038643194504079,0.0096607986260197,0.0641477028767711,0.0738085015027908
2023-24,109533,Emerson,DEF,West Ham,82,4.3,1.9,3138,3,Attacking / ball-playing defender,2,8.310401,6.84114,1,4,1.64,2.07,3.71,5,67,68.08,0,8,519,10,0,649.0,400.2,168.0,121.8,2.3518164435946463,0.02868068833652,0.1147227533460803,0.0470363288718929,0.0593690248565965,0.1064053537284894
2023-24,119471,Schär,DEF,Newcastle,123,5.6,7.3,3055,3,Attacking / ball-playing defender,5,8.423414,6.3966455,4,3,2.47,1.41,3.87,9,58,58.64,0,12,629,5,0,826.6,166.7,278.0,127.4,3.623567921440262,0.1178396072013093,0.0883797054009819,0.0727659574468085,0.0415384615384615,0.1140098199672667
2023-24,128295,Nørgaard,MID,Brentford,74,5.2,0.1,2504,3,Attacking / ball-playing defender,2,8.532579,7.5105095,2,1,3.61,2.44,6.05,6,51,43.31,0,3,414,8,0,501.8,396.2,316.0,121.8,2.659744408945687,0.0718849840255591,0.0359424920127795,0.1297523961661341,0.0876996805111821,0.2174520766773162
2023-24,152551,Lerma,MID,Crystal Palace,64,4.7,0.1,2399,3,Attacking / ball-playing defender,2,7.9293656,7.404876,1,1,2.61,1.78,4.39,5,46,38.16,0,4,338,8,0,417.6,366.1,240.0,102.4,2.40100041684035,0.0375156315131304,0.0375156315131304,0.0979157982492705,0.0667778240933722,0.1646936223426427
2023-24,154296,J.Palhinha,MID,Fulham,91,5.0,0.3,2698,3,Attacking / ball-playing defender,2,8.29191,7.223989,4,1,3.39,0.99,4.38,9,46,49.59,0,8,387,13,0,659.2,219.0,365.0,124.5,3.0355819125277983,0.1334321719792438,0.0333580429948109,0.1130837657524092,0.0330244625648628,0.146108228317272
2023-24,158499,Christie,MID,Bournemouth,90,5.0,0.1,2908,3,Attacking / ball-playing defender,2,9.205341,7.2744317,0,5,2.49,5.37,7.86,8,56,48.61,0,5,433,6,0,620.2,780.2,351.0,175.4,2.785419532324622,0.0,0.15474552957359,0.0770632737276478,0.1661966987620357,0.2432599724896836
2023-24,169528,Robinson,DEF,Fulham,104,4.5,4.0,3266,3,Attacking / ball-playing defender,5,8.647641,6.630236,0,6,0.68,3.75,4.43,9,60,61.93,0,8,662,6,0,805.8,536.7,241.0,158.6,2.865890998162891,0.0,0.1653398652786283,0.0187385180649112,0.1033374157991426,0.1220759338640538
2023-24,172567,Cullen,MID,Burnley,65,5.0,0.1,2055,3,Attacking / ball-playing defender,2,7.8935666,7.3945885,2,4,0.59,2.29,2.88,0,48,45.18,0,5,375,9,0,458.0,426.7,106.0,98.9,2.8467153284671536,0.0875912408759124,0.1751824817518248,0.0258394160583941,0.1002919708029197,0.1261313868613138
2023-24,174874,Andersen,DEF,Crystal Palace,121,4.7,14.1,3416,3,Attacking / ball-playing defender,5,8.522419,6.486487,2,3,1.75,2.08,3.83,10,58,53.71,0,12,679,7,0,873.6,301.1,253.0,143.1,3.187939110070257,0.0526932084309133,0.07903981264637,0.0461065573770491,0.0548009367681498,0.100907494145199
2023-24,179268,Cucurella,DEF,Chelsea,44,4.9,3.7,1783,3,Attacking / ball-playing defender,2,7.4933295,7.3485518,0,3,1.16,1.01,2.17,4,33,31.18,0,3,318,10,0,384.4,283.9,122.0,79.3,2.220975883342681,0.0,0.1514301738642736,0.0585530005608524,0.0509814918676388,0.1095344924284913
2023-24,180135,Longstaff,MID,Newcastle,110,4.8,0.4,2742,3,Attacking / ball-playing defender,2,9.460968,7.543277,6,3,6.76,2.8,9.56,10,50,51.59,0,3,418,7,0,550.0,357.1,479.0,138.8,3.6105032822757113,0.1969365426695842,0.0984682713347921,0.2218818380743982,0.0919037199124726,0.3137855579868709
2023-24,196100,Hamer,MID,Sheffield Utd,108,4.9,0.2,2908,3,Attacking / ball-playing defender,2,9.788188,7.170012,4,7,3.0,4.59,7.58,2,83,62.07,0,5,462,9,0,581.2,929.8,294.0,180.4,3.3425034387895463,0.123796423658872,0.2166437414030261,0.092847317744154,0.1420563961485557,0.2345942228335626
2023-24,199796,Cash,DEF,Aston Villa,64,4.5,9.9,2138,3,Attacking / ball-playing defender,2,8.33007,7.670317,2,2,4.41,2.47,6.88,3,36,36.78,0,4,337,8,0,465.2,231.8,378.0,107.1,2.694106641721235,0.0841908325537885,0.0841908325537885,0.1856407857811038,0.1039756782039289,0.2896164639850327
2023-24,199798,Konsa,DEF,Aston Villa,91,4.5,2.2,3069,3,Attacking / ball-playing defender,5,7.8050814,6.2785664,1,1,2.56,1.01,3.57,7,54,52.28,0,7,562,5,0,554.4,170.6,223.0,95.0,2.668621700879765,0.0293255131964809,0.0293255131964809,0.0750733137829912,0.0296187683284457,0.1046920821114369
2023-24,201410,Trusty,DEF,Sheffield Utd,28,3.9,1.8,2568,3,Attacking / ball-playing defender,5,7.916703,6.0683823,0,0,0.38,0.76,1.14,1,81,53.54,0,0,349,4,0,517.4,107.3,106.0,73.4,0.9813084112149532,0.0,0.0,0.0133177570093457,0.0266355140186915,0.0399532710280373
2023-24,204580,Janelt,MID,Brentford,93,5.2,0.1,3054,3,Attacking / ball-playing defender,2,8.908761,7.3149557,1,4,1.82,3.44,5.26,9,52,47.65,0,1,466,8,0,503.4,562.5,285.0,135.3,2.7406679764243616,0.0294695481335952,0.1178781925343811,0.0536345776031434,0.1013752455795677,0.1550098231827112
2023-24,207283,Jensen,MID,Brentford,98,5.2,0.7,2201,3,Attacking / ball-playing defender,2,10.27786,7.5854845,3,4,0.71,4.89,5.6,9,45,36.36,0,10,422,5,0,481.2,689.3,135.0,130.4,4.00726942298955,0.1226715129486597,0.1635620172648796,0.0290322580645161,0.1999545661063153,0.2289868241708314
2023-24,213999,Álvarez,MID,West Ham,62,5.0,0.2,2375,3,Attacking / ball-playing defender,2,8.081758,7.1729174,1,1,1.37,0.81,2.18,5,45,49.85,0,3,345,11,0,545.8,193.1,89.0,82.7,2.349473684210526,0.0378947368421052,0.0378947368421052,0.0519157894736842,0.0306947368421052,0.0826105263157894
2023-24,214048,Kilman,DEF,Wolves,82,4.4,1.7,3420,3,Attacking / ball-playing defender,5,8.069036,6.323365,2,0,1.78,1.12,2.9,5,65,67.17,0,3,592,7,0,853.6,233.1,212.0,130.2,2.1578947368421053,0.0526315789473684,0.0,0.0468421052631579,0.0294736842105263,0.0763157894736842
2023-24,215439,Souček,MID,West Ham,116,4.9,0.8,2867,3,Attacking / ball-playing defender,2,9.392989,7.123698,7,2,6.69,1.14,7.83,5,64,62.38,0,9,456,7,0,751.6,262.5,488.0,150.3,3.641437042204395,0.2197418904778514,0.0627833972793861,0.2100104638995465,0.03578653644925,0.2457970003487966
2023-24,220362,Disasi,DEF,Chelsea,71,4.9,3.4,2579,3,Attacking / ball-playing defender,5,7.5231905,6.4571185,2,0,2.35,1.46,3.81,5,50,43.96,0,6,468,6,0,573.2,105.5,172.0,85.1,2.477704536642109,0.0697944939899185,0.0,0.0820085304381543,0.0509499806126405,0.1329585110507948
2023-24,221466,Senesi,DEF,Bournemouth,102,4.4,2.4,2239,3,Attacking / ball-playing defender,2,8.375245,7.1664124,4,5,1.98,2.27,4.25,6,44,40.83,0,13,486,13,0,735.0,311.2,147.0,119.7,4.100044662795892,0.160786065207682,0.2009825815096025,0.0795891022778026,0.0912460920053595,0.1708351942831621
2023-24,224024,L.Paquetá,MID,West Ham,100,6.0,1.4,2627,3,Attacking / ball-playing defender,2,9.739844,7.3964305,4,6,5.19,4.93,10.12,4,52,50.96,0,7,398,10,0,570.6,722.3,343.0,163.7,3.425961172440046,0.1370384468976018,0.2055576703464027,0.1778073848496384,0.1688998858012942,0.3467072706509326
2023-24,226182,Bogle,DEF,Sheffield Utd,63,4.5,0.1,2787,3,Attacking / ball-playing defender,5,8.093175,6.891388,3,3,2.36,1.14,3.5,3,79,57.85,0,0,354,9,0,514.4,183.5,339.0,103.7,2.034445640473628,0.0968783638320775,0.0968783638320775,0.0762109795479009,0.0368137782561894,0.1130247578040904
2023-24,231065,Pinnock,DEF,Brentford,77,4.5,1.4,2521,3,Attacking / ball-playing defender,5,7.199099,6.02319,2,0,2.01,0.83,2.84,5,46,39.14,0,5,479,1,0,653.2,63.4,221.0,94.2,2.748909163030544,0.0714002380007933,0.0,0.0717572391907973,0.0296310987703292,0.1013883379611265
2023-24,232928,Garner,MID,Everton,87,4.9,0.1,3001,3,Attacking / ball-playing defender,2,8.918404,7.2721305,1,2,2.62,3.75,6.37,11,47,48.61,0,3,421,7,0,526.6,663.1,244.0,143.5,2.6091302899033657,0.0299900033322225,0.0599800066644451,0.0785738087304231,0.1124625124958347,0.1910363212262579
2023-24,244723,Mitchell,DEF,Crystal Palace,119,4.5,4.7,3204,3,Attacking / ball-playing defender,5,8.45441,6.479636,2,3,1.27,2.39,3.66,10,55,50.84,0,10,590,6,0,669.8,393.7,209.0,127.4,3.342696629213483,0.0561797752808988,0.0842696629213483,0.0356741573033707,0.0671348314606741,0.1028089887640449
2023-24,244856,Mengi,DEF,Luton,42,3.9,1.5,2467,3,Attacking / ball-playing defender,5,7.865178,6.05082,1,0,0.54,0.56,1.1,1,59,55.92,0,1,345,3,0,579.6,83.0,95.0,76.0,1.5322253749493313,0.0364815565464126,0.0,0.0197000405350628,0.020429671665991,0.0401297122010539
